,year,incident,containment,start_date,end_date,cdf_burned,other_burned,total_burned,struct_dest,struct_dam,death_fire,death_civil
632,2007,TCU-7609,NA,8/16/07,8/16/07,540,NA,540,0,0,0,0
633,2007,SBC-6785,NA,8/20/07,8/22/07,450,NA,450,0,0,0,0
634,2007,SQF-2842,NA,8/22/07,8/26/07,NA,420,420,0,0,0,0
635,2007,SQF-2947,NA,8/27/07,9/8/07,NA,1022,NA,0,0,0,0
636,2007,SHF-1882,NA,8/29/07,9/3/07,NA,1440,NA,0,0,0,0
637,2007,SHF-1912,NA,8/29/07,9/9/07,NA,599,599,0,0,0,0
638,2007,BEU-3537,NA,8/30/07,9/2/07,486,NA,486,0,0,0,0
639,2007,ANF-3631,NA,9/2/07,9/8/07,NA,2200,NA,0,0,0,0
640,2007,SCU-5214,NA,9/3/07,9/11/07,47760,NA,NA,24,0,0,0
641,2007,PNF-670,NA,9/3/07,9/15/07,NA,64997,NA,21,1,0,0
642,2007,YNP-3927,NA,9/6/07,9/10/07,NA,425,425,0,0,0,0
643,2007,RRU-79386,NA,9/10/07,9/11/07,388,NA,388,0,0,0,0
644,2007,CNF-2463,NA,9/12/07,9/16/07,NA,2170,NA,0,0,0,0
645,2007,BDF-9435,NA,9/14/07,10/1/07,NA,14039,NA,3,0,0,0
646,2007,MVU-9233,NA,9/15/07,9/21/07,837,NA,837,24,0,0,0
647,2007,ANF-4306,NA,10/20/07,10/30/07,NA,58401,NA,10,2,0,0
648,2007,MVU-010432,NA,10/21/07,10/31/07,197990,NA,NA,1650,85,0,0
649,2007,MVU-010427,NA,10/21/07,11/9/07,90440,NA,NA,472,257,0,1
650,2007,LAC-07232185,NA,10/21/07,10/26/07,38356,NA,NA,63,30,0,0
651,2007,ORC-68555,NA,10/21/07,11/8/07,28400,NA,NA,24,20,0,0
652,2007,LAC-07231849,NA,10/21/07,10/27/07,4521,NA,NA,8,14,0,0
653,2007,CNF-2786,NA,10/21/07,10/25/07,NA,353,353,2,0,0,0
654,2007,LPF-1783,NA,10/21/07,10/23/07,NA,710,710,0,0,0,0
655,2007,BDF-10570,NA,10/22/07,10/31/07,NA,12759,NA,272,43,0,0
656,2007,MVU-10502,NA,10/22/07,11/5/07,9472,NA,NA,248,245,0,0
657,2007,BDF-10566,NA,10/22/07,10/29/07,NA,1247,NA,178,22,0,0
658,2007,LAC-07233077,NA,10/22/07,10/27/07,2824,NA,NA,0,0,0,0
659,2007,SMC-5592,NA,10/22/07,10/23/07,NA,300,300,2,0,0,0
660,2007,MVU-10643,NA,10/23/07,11/11/07,49410,NA,NA,217,12,0,0
661,2007,MCP-001111,NA,10/23/07,10/28/07,NA,21004,NA,0,0,0,0
662,2007,YNP-4850,NA,10/29/07,12/15/07,NA,1108,NA,0,0,0,0
663,2007,INF-1271,NA,10/30/07,11/15/07,NA,560,560,0,0,0,0
664,2007,LAC-259483,NA,11/24/07,11/27/07,4901,NA,NA,86,46,0,0
665,2008,RRU-99962,100%,11/15/08,11/22/08,30305,NA,NA,200,45,0,0
666,2008,LNU-1057,100%,2/13/08,2/13/08,NA,400,400,0,0,0,0
667,2008,BDU-002993,100%,3/16/08,3/20/08,680,NA,680,0,0,0,0
668,2008,YNP-764,100%,4/9/08,4/19/08,1130,1130,NA,0,0,0,NA
669,2008,RRU-32590,100%,4/11/08,5/29/08,NA,424,424,0,0,0,0
670,2008,NA,100%,4/26/08,5/2/08,584,584,NA,0,0,0,NA
671,2008,BDF-5147,100%,4/29/08,5/4/08,NA,769,769,0,0,0,0
672,2008,INF-282,100%,5/6/08,5/23/08,NA,1225,NA,0,0,0,0
673,2008,TGU-003102,100%,5/6/08,5/9/08,1331,NA,NA,0,0,0,0
674,2008,ANF-1444,100%,5/14/08,5/21/08,NA,490,490,0,0,0,0
675,2008,FKU-5639,100%,5/20/08,5/21/08,1100,NA,NA,0,0,0,0
676,2008,FKU-5724,100%,5/22/08,5/22/08,331,NA,331,0,0,0,0
677,2008,SCU-2548,100%,5/22/08,5/27/08,4270,NA,NA,91,6,0,0
678,2008,SQF-967,90%,5/28/08,7/20/08,NA,15300,NA,0,0,0,0
679,2008,NA,100%,5/28/08,5/29/08,424,NA,424,0,0,0,0
680,2008,LNU-4180,100%,6/5/08,6/6/08,322,NA,322,0,0,0,0
681,2008,KRN-016886,100%,6/6/08,6/8/08,507,NA,507,0,0,0,0
682,2008,CDD-6343,100%,6/7/08,6/10/08,NA,356,356,0,1,0,0
683,2008,SQF-1023,100%,6/7/08,6/8/08,NA,312,312,0,0,0,0
684,2008,LPF-1491,100%,6/8/08,7/10/08,NA,81378,NA,15,1,0,0
685,2008,AEU-10884,100%,6/10/08,6/12/08,NA,6400,NA,0,0,0,0
686,2008,BTU-7021,100%,6/10/08,6/13/08,NA,1600,NA,41,0,0,0
687,2008,LNU-4321,100%,6/10/08,6/13/08,989,NA,989,0,0,0,0
688,2008,MMU-7347,100%,6/10/08,6/11/08,3300,NA,NA,0,0,0,0
689,2008,TCU-5302,100%,6/10/08,6/11/08,1346,NA,NA,2,0,0,0
690,2008,BTU-7089,100%,6/11/08,6/21/08,23344,NA,NA,351,7,0,0
691,2008,CZU-5238,100%,6/11/08,6/28/08,520,NA,520,11,3,0,0
692,2008,MNF-2009,100%,6/12/08,6/22/08,NA,7783,NA,0,0,0,0
693,2008,CZU-5581,100%,6/20/08,6/24/08,630,NA,630,87,0,0,0
694,2008,MEU-4607,100%,6/20/08,6/30/08,1000,NA,NA,0,0,0,0
695,2008,SHF-1041,100%,6/20/08,8/15/08,NA,98715,NA,5,0,0,0
696,2008,SRF-1036,10%,6/20/08,NA,NA,900,900,0,0,0,0
697,2008,SRF-1120,100%,6/20/08,7/21/08,NA,3705,NA,0,0,0,0
698,2008,SRF-1123,100%,6/20/08,7/28/08,NA,15146,NA,1,0,0,0
699,2008,SRF-1126,100%,6/20/08,9/15/08,NA,29327,NA,0,0,0,0
700,2008,BEU-2390,100%,6/21/08,6/24/08,3870,NA,NA,0,0,0,0
701,2008,BTU-7577,100%,6/21/08,7/9/08,715,NA,715,0,0,0,0
702,2008,BTU-7581,100%,6/21/08,6/21/08,3206,NA,NA,0,0,0,0
703,2008,BTU-7594,100%,6/21/08,6/21/08,4000,6000,NA,0,0,0,0
704,2008,BTU,100%,6/21/08,6/21/08,1248,NA,NA,0,0,0,0
705,2008,BTU-9812,100%,6/21/08,6/21/08,800,NA,800,0,0,0,0
706,2008,HUU-3423,100%,6/21/08,8/1/08,1076,NA,NA,0,0,0,0
707,2008,KNF-2975,95%,6/21/08,NA,NA,82186,NA,0,0,1,0
708,2008,LMU-2725,50%,6/21/08,6/22/08,3000,NA,NA,0,0,0,0
709,2008,LNF-2713,100%,6/21/08,7/20/08,NA,19718,NA,0,0,0,0
710,2008,LNF-2782,100%,6/21/08,7/2/08,NA,7842,NA,0,0,0,0
711,2008,LNU-4790,100%,6/21/08,6/26/08,4200,NA,NA,1,0,0,0
712,2008,LPF-1649,100%,6/21/08,7/27/08,NA,162818,NA,58,9,0,0
713,2008,MEU-4617,100%,6/21/08,6/21/08,3000,NA,NA,0,0,0,0
714,2008,MEU-4619,100%,6/21/08,7/13/08,3000,NA,NA,0,0,0,0
715,2008,MEU-4623,100%,6/21/08,7/17/08,4466,NA,NA,0,0,0,0
716,2008,MEU-4639,100%,6/21/08,7/9/08,391,NA,391,0,0,0,0
717,2008,MEU-4653,100%,6/21/08,7/13/08,3000,NA,NA,0,0,0,0
718,2008,MEU-4669,100%,6/21/08,7/13/08,327,NA,327,0,0,0,0
719,2008,MEU-4673,100%,6/21/08,7/13/08,373,NA,373,0,0,0,0
720,2008,MEU-4675,100%,6/21/08,8/1/08,7515,NA,NA,0,0,0,0
721,2008,MEU-4691,100%,6/21/08,7/12/08,469,NA,469,0,0,0,0
722,2008,MEU-4703,100%,6/21/08,7/13/08,3000,NA,3000,0,0,0,0
723,2008,MNF-579,100%,6/21/08,6/29/08,NA,3000,NA,2,0,0,0
724,2008,MNF-645,100%,6/21/08,7/26/08,NA,8632,NA,4,0,0,0
725,2008,PNF-0539,100%,6/21/08,9/30/08,NA,47680,NA,3,0,0,0
726,2008,SCU-3094,100%,6/21/08,6/24/08,750,0,750,0,0,0,0
727,2008,SHF-1057,100%,6/21/08,9/9/08,NA,105805,NA,2,1,9,0
728,2008,SHU-4711,100%,6/21/08,7/24/08,4000,NA,NA,9,0,0,0
729,2008,SHU-4733,100%,6/21/08,7/15/08,2054,NA,NA,0,0,0,0
730,2008,SHU-4743,100%,6/21/08,7/2/08,388,NA,388,0,0,0,0
731,2008,SHU-4772,100%,6/21/08,7/2/08,557,NA,557,0,0,0,0
732,2008,SHU-5566,100%,6/21/08,7/6/08,1200,NA,NA,0,0,0,0
733,2008,SHU-5568,100%,6/21/08,7/7/08,1148,NA,NA,0,0,0,0
734,2008,SHU-5582,100%,6/21/08,8/9/08,6030,NA,NA,0,0,0,0
735,2008,SHU-5626,100%,6/21/08,7/24/08,4200,NA,NA,0,0,0,0
736,2008,SHU-5632,100%,6/21/08,7/4/08,12980,NA,NA,0,0,0,0
737,2008,SHU-5656,100%,6/21/08,7/23/08,1311,NA,NA,0,0,0,0
738,2008,SHU-5817,100%,6/21/08,7/24/08,600,NA,600,0,0,0,0
739,2008,SHU-5822,100%,6/21/08,7/24/08,1200,NA,NA,0,0,0,0
740,2008,SHU-5826,100%,6/21/08,7/24/08,4800,NA,NA,0,0,0,0
741,2008,SHU-5827,100%,6/21/08,7/24/08,2400,NA,NA,0,0,0,0
742,2008,SHU-5829,100%,6/21/08,7/24/08,4200,NA,NA,0,0,0,0
743,2008,SHU-5835,100%,6/21/08,8/23/08,27936,NA,NA,12,0,0,0
744,2008,SNF-0718,100%,6/21/08,7/2/08,NA,600,600,0,0,0,0
745,2008,SNF-715,100%,6/21/08,6/26/08,NA,2200,NA,0,0,0,0
746,2008,STF-1063,100%,6/21/08,7/3/08,NA,2889,NA,0,0,0,0
747,2008,TNF-1011,100%,6/21/08,7/30/08,NA,20541,NA,2,0,0,0
748,2008,TNF-1015,100%,6/21/08,7/15/08,NA,4254,NA,0,0,0,0
749,2008,WNP-1095,100%,6/21/08,7/19/08,NA,6420,NA,0,0,0,0
750,2008,BTU-9806,100%,6/21/08,6/21/08,1248,NA,NA,0,0,0,0
751,2008,CZU-5708,100%,6/22/08,6/29/08,300,NA,300,0,0,0,0
752,2008,KNF-3393,90%,6/22/08,9/30/08,NA,192038,NA,0,0,2,0
753,2008,LMU-2725,100%,6/22/08,7/8/08,3000,NA,NA,0,0,0,0
754,2008,LNF-2776,100%,6/22/08,6/26/08,NA,600,600,0,0,0,0
755,2008,LNF-2781,100%,6/22/08,6/29/08,NA,2100,NA,0,0,0,0
756,2008,LNU-4843,100%,6/22/08,6/29/08,15000,NA,NA,0,0,0,0
757,2008,MEU-4730,100%,6/22/08,7/10/08,3000,NA,NA,0,0,0,0
758,2008,MEU-4752,100%,6/22/08,7/12/08,999,NA,NA,0,0,0,0
759,2008,MEU-4753,100%,6/22/08,7/13/08,1000,NA,NA,0,0,0,0
760,2008,SHU-5554,100%,6/22/08,7/4/08,1912,NA,NA,0,0,0,0
761,2008,LMU-2759,100%,6/23/08,7/7/08,12500,NA,NA,0,0,0,0
762,2008,MMU-8107,100%,6/23/08,7/6/08,2789,NA,NA,0,0,0,0
763,2008,TGU-4261,100%,6/24/08,7/1/08,13580,NA,NA,0,0,0,0
764,2008,SQF-1356,100%,6/28/08,7/25/08,NA,37026,NA,51,0,0,0
765,2008,MEU-5011,100%,6/30/08,6/30/08,5581,NA,NA,0,0,0,0
766,2008,LPF-1778,100%,7/1/08,7/28/08,NA,9443,NA,4,0,0,0
767,2008,TUU-348,100%,7/1/08,7/2/08,450,NA,450,2,0,0,0
768,2008,LMU-2934,100%,7/2/08,7/4/08,350,NA,350,0,0,0,0
769,2008,MEU-5102,100%,7/3/08,7/3/08,3000,NA,NA,0,0,0,0
770,2008,MEU-5132,100%,7/4/08,7/4/08,2800,NA,NA,0,0,0,0
771,2008,MEU-5136,100%,7/4/08,7/10/08,1200,NA,NA,0,0,0,0
772,2008,MEU-5139,100%,7/4/08,7/4/08,550,NA,550,0,0,0,0
773,2008,MEU-5147,100%,7/4/08,7/4/08,750,NA,750,0,0,0,0
774,2008,MEU-5148,100%,7/4/08,7/15/08,391,NA,391,0,0,0,0
775,2008,MEU-5152,100%,7/4/08,7/13/08,925,NA,925,0,0,0,0
776,2008,MEU-5155,100%,7/4/08,7/15/08,2000,NA,NA,0,0,0,0
777,2008,MEU-5159,100%,7/4/08,7/8/08,3000,NA,NA,0,0,0,0
778,2008,MEU-5160,100%,7/4/08,7/15/08,1700,NA,NA,0,0,0,0
779,2008,MEU-5164,100%,7/4/08,7/8/08,1000,NA,NA,0,0,0,0
780,2008,MEU-5165,100%,7/4/08,7/13/08,3000,NA,NA,0,0,0,0
781,2008,MEU-5167,100%,7/4/08,7/15/08,3000,NA,NA,0,0,0,0
782,2008,MEU-5170,100%,7/4/08,7/12/08,528,NA,528,0,0,0,0
783,2008,MEU-5227,100%,7/5/08,7/5/08,650,NA,650,0,0,0,0
784,2008,MEU-5277,100%,7/7/08,7/7/08,1000,NA,NA,0,0,0,0
785,2008,MMU-9015,100%,7/10/08,7/11/08,800,NA,800,0,0,0,0
786,2008,KNP-0020,100%,7/19/08,11/11/08,NA,11596,NA,0,0,0,0
787,2008,MMU-9594,100%,7/21/08,7/22/08,700,NA,700,0,0,0,0
788,2008,KNF-3624,100%,7/24/08,9/30/08,NA,72344,NA,0,0,1,0
789,2008,MMU-9779,100%,7/25/08,9/15/08,34091,NA,NA,130,0,0,0
790,2008,PNF-0784,100%,7/29/08,8/10/08,NA,6112,NA,9,0,0,0
791,2008,BTU-9395,100%,8/3/08,8/11/08,2001,NA,NA,2,0,0,0
792,2008,INF-0656,100%,8/3/08,8/8/08,NA,300,300,0,0,0,0
793,2008,BEU-3008,100%,8/7/08,8/8/08,400,NA,400,0,0,0,0
794,2008,BTU-9802,100%,8/13/08,8/13/08,1651,NA,NA,0,0,0,0
795,2008,BTU-9805,100%,8/13/08,8/3/08,2000,NA,NA,0,0,0,0
796,2008,BTU-9807,100%,8/13/08,8/13/08,47647,NA,NA,117,0,0,0
797,2008,BTU-9818,100%,8/13/08,8/13/08,1324,NA,NA,0,0,0,0
798,2008,TUU-485,100%,8/14/08,8/15/08,600,NA,600,0,0,0,0
799,2008,TUU-486,100%,8/14/08,8/14/08,500,NA,500,0,0,0,0
800,2008,TUU-488,100%,8/14/08,8/15/08,500,NA,500,0,0,0,0
801,2008,BNP-437,100%,8/17/08,8/22/08,NA,6900,NA,0,0,0,0
802,2008,KNF-4096,100%,8/17/08,8/21/08,NA,374,374,0,0,0,0
803,2008,FKR-9403,100%,8/19/08,8/20/08,946,NA,946,0,0,0,0
804,2008,NEU-18862,100%,9/1/08,9/3/08,1000,NA,NA,16,0,0,0
805,2008,SHF-1944,100%,9/7/08,9/11/08,NA,2847,NA,0,0,0,0
806,2008,SHF-1949,100%,9/7/08,9/9/08,NA,343,343,0,0,0,0
807,2008,HIA-220,100%,9/8/08,9/14/08,NA,381,381,0,0,0,0
808,2008,KNP-0035,100%,9/10/08,NA,NA,3668,NA,0,0,0,0
809,2008,LPF-2754,100%,9/25/08,NA,NA,16269,NA,0,0,0,0
810,2008,MCP-08-2515,100%,9/25/08,NA,NA,400,400,0,0,0,0
811,2008,STF-2458,NA,9/30/08,NA,NA,919,919,0,0,0,0
812,2008,MCP-2640,100%,10/8/08,NA,NA,1400,NA,0,0,0,0
813,2008,LNU-8342,100%,10/10/08,NA,300,NA,300,2,0,0,0
814,2008,ANF-3833,100%,10/12/08,NA,NA,4824,NA,65,9,0,0
815,2008,MRN-2428,100%,10/12/08,NA,303,NA,303,1,0,0,0
816,2008,LAC-8231953,100%,10/13/08,NA,14703,NA,NA,78,15,0,0
817,2008,MCP-2699,100%,10/13/08,NA,NA,4026,NA,0,0,0,0
818,2008,YNP-764,100%,10/14/08,NA,NA,450,450,0,0,0,0
819,2008,BDU-11764,100%,10/22/08,NA,324,NA,324,0,0,0,0
820,2008,BTU-12764,100%,10/23/08,NA,1310,NA,NA,0,0,0,0
821,2008,BTU-12769,100%,10/23/08,NA,420,NA,420,0,0,0,0
822,2008,SBC-9981,100%,11/13/08,NA,1940,NA,NA,210,20,0,0
823,2008,LFD-1460,100%,11/14/08,NA,5630,5632,NA,634,147,0,0
824,2008,MEU-4941,100%,6/27/08,7/15/08,450,NA,450,0,0,0,0
825,2009,BDU-1287,100%,2/5/09,2/7/09,945,NA,945,0,0,0,0
826,2009,LPF-1479,100%,5/5/09,5/20/09,NA,8733,NA,160,17,0,0
827,2009,SCU-2013,100%,5/13/09,5/16/09,570,NA,570,0,0,0,0
828,2009,JTP-7519,100%,5/24/09,5/26/09,NA,450,450,0,0,0,0
829,2009,RRU-046619,100%,5/27/09,5/27/09,500,NA,500,0,0,0,0
830,2009,TUU-126,100%,5/28/09,5/31/09,485,NA,485,0,0,0,0
831,2009,YNP-1510,100%,5/30/09,7/13/09,NA,3047,NA,0,0,0,0
832,2009,YNP-1659,100%,6/8/09,7/11/09,NA,1661,NA,0,0,0,0
833,2009,SQF-2025,100%,6/17/09,7/11/09,NA,900,900,0,0,0,0
834,2009,SCU-2565,100%,6/19/09,6/19/09,2163,NA,NA,0,0,0,0
835,2009,KRN-18041,100%,6/22/09,6/22/09,690,NA,690,0,0,0,0
836,2009,TCU-5820,100%,6/28/09,6/28/09,410,NA,410,0,0,0,0
837,2009,LNU-4337,100%,6/29/09,7/2/09,716,NA,716,3,0,0,0
838,2009,SQF-2139,100%,6/30/09,8/21/09,NA,3988,NA,0,0,0,0
839,2009,SRF-1131,100%,7/1/09,7/24/09,NA,6324,NA,0,0,1,0
840,2009,LPF-2787,100%,7/11/09,7/13/09,NA,350,350,0,0,0,0
841,2009,MCP-091662,100%,7/11/09,7/14/09,NA,2200,NA,0,0,0,0
842,2009,ANF-2787,100%,7/13/09,7/14/09,NA,304,304,0,0,0,0
843,2009,NEU-14435,100%,7/16/09,7/18/09,650,NA,650,0,0,0,0
844,2009,INF-885,100%,7/18/09,7/27/09,NA,3268,NA,0,0,0,0
845,2009,KNF-4692,100%,7/19/09,7/27/09,NA,3225,NA,3,0,0,0
846,2009,STF-2207,100%,7/26/09,8/11/09,NA,6130,NA,0,0,0,0
847,2009,MMU-10699,100%,7/27/09,7/29/09,300,NA,300,0,0,0,0
848,2009,YNP-2968,100%,7/29/09,8/31/09,NA,1100,NA,0,0,0,0
849,2009,LNF-3923,100%,8/1/09,8/12/09,NA,11269,NA,0,0,0,0
850,2009,LPF-2536,100%,8/1/09,8/7/09,NA,458,458,0,0,0,0
851,2009,NOD-3703,100%,8/1/09,8/7/09,NA,1500,NA,0,0,0,0
852,2009,NOD-3741,100%,8/1/09,8/3/09,NA,1600,NA,0,0,0,0
853,2009,LNF-3874,100%,8/2/09,8/12/09,NA,1000,NA,0,0,0,0
854,2009,LNP-3883,100%,8/2/09,8/21/09,NA,1664,NA,0,0,0,0
855,2009,SHU-5629,100%,8/3/09,8/16/09,6895,NA,NA,0,0,0,0
856,2009,SHU-5630,100%,8/3/09,8/17/09,50,NA,50,0,0,0,0
857,2009,SHU-5639,100%,8/3/09,8/17/09,3918,NA,NA,0,0,0,0
858,2009,SHU-5641,100%,8/3/09,8/17/09,404,NA,404,0,0,0,0
859,2009,SHU-5652,100%,8/3/09,8/14/09,6319,NA,NA,0,0,0,0
860,2009,SHU-5653,100%,8/3/09,8/3/09,27,NA,27,0,0,0,0
861,2009,LPF-2631,100%,8/8/09,8/23/09,NA,89489,NA,2,0,0,0
862,2009,CZU-7246,100%,8/12/09,8/23/09,7817,NA,NA,13,1,0,0
863,2009,SHU-5969,100%,8/12/09,8/15/09,1300,NA,NA,0,0,0,0
864,2009,SCU-3410,100%,8/13/09,8/16/09,12200,NA,NA,2,0,0,0
865,2009,NEU-16856,100%,8/14/09,8/24/09,3891,NA,NA,0,0,0,0
866,2009,PNF-782,100%,8/16/09,8/21/09,NA,448,448,0,0,0,0
867,2009,KNF-5754,100%,8/21/09,9/4/09,NA,1364,NA,0,0,0,0
868,2009,ANF-3616,100%,8/25/09,9/3/09,NA,2168,NA,0,0,0,0
869,2009,BEU-2816,100%,8/26/09,8/29/09,3383,NA,NA,5,0,0,0
870,2009,ANF-3622,100%,8/26/09,10/16/09,NA,160577,NA,209,57,2,0
871,2009,MCP-2601,100%,8/26/09,8/29/09,NA,500,500,0,0,0,0
872,2009,YNP-3660,100%,8/26/09,9/10/09,NA,7425,NA,0,0,0,0
873,2009,BEU-2830,100%,8/27/09,9/1/09,6437,NA,NA,1,0,0,0
874,2009,LMU-4366,100%,8/27/09,8/30/09,853,NA,853,0,0,0,0
875,2009,BDF-11598,100%,8/27/09,8/31/09,NA,2409,NA,0,0,0,0
876,2009,SCU-3627,100%,8/29/09,8/30/09,1600,NA,NA,0,0,0,0
877,2009,BDU-9598,100%,8/30/09,9/8/09,1159,NA,NA,2,1,0,0
878,2009,NEU-18111,100%,8/30/09,9/1/09,311,NA,311,70,9,0,0
879,2009,BDU-9640,100%,8/31/09,9/4/09,NA,860,860,0,0,0,0
880,2009,LNU-6597,100%,9/7/09,9/12/09,1500,NA,NA,0,0,0,0
881,2009,RRU-82718,100%,9/19/09,9/20/09,398,NA,398,15,0,0,0
882,2009,PNF-961,100%,9/19/09,9/21/09,NA,307,307,0,0,0,0
883,2009,VNC-54871,100%,9/22/09,10/1/09,17500,NA,NA,0,0,0,0
884,2009,BDU-10682,100%,9/23/09,9/26/09,347,NA,347,0,0,0,0
885,2009,SQF-3728,100%,9/27/09,9/29/09,NA,326,326,0,0,0,0
886,2009,AFV-3254,100%,10/1/09,10/3/09,NA,617,617,0,0,0,0
887,2009,LNU-7321,100%,10/1/09,10/1/09,NA,1235,NA,0,0,0,0
888,2009,BDF-13278,100%,10/3/09,10/10/09,NA,7128,NA,5,0,0,0
889,2009,HIA-0221,100%,10/7/09,10/17/09,NA,2750,NA,0,0,0,0
890,2009,CZU-9867,100%,10/25/09,10/27/09,485,NA,485,3,0,0,0
891,2009,SLU-8148,100%,11/14/09,11/14/09,600,NA,600,0,0,0,0
892,2009,MNF-1745,100%,11/28/09,11/29/09,NA,550,550,3,0,0,0
893,2010,RRU-41963,100%,5/12/10,5/13/10,850,NA,850,0,0,0,0
894,2010,KRN-1013254,100%,5/15/10,5/15/10,360,NA,360,1,0,0,0
895,2010,CND-1112,100%,5/15/10,5/17/10,NA,2044,NA,0,0,0,0
896,2010,RRU-044545,100%,5/20/10,5/22/10,1000,NA,NA,0,0,0,0
897,2010,TUU-0000098,100%,6/4/10,6/4/10,485,NA,485,0,0,0,0
898,2010,MMU-007933,100%,6/5/10,6/5/10,462,NA,462,0,0,0,0
899,2010,FKU-0006047,100%,6/7/10,6/7/10,350,NA,350,0,0,0,0
900,2010,SCU-002282,100%,6/8/10,6/10/10,586,NA,586,0,0,0,0
901,2010,MMU-008291,100%,6/11/10,6/12/10,1600,NA,1600,0,0,0,0
902,2010,SCU-002461,100%,6/18/10,6/19/10,475,NA,475,1,0,0,0
903,2010,BTU-0007746,100%,7/4/10,7/5/10,900,NA,900,0,0,0,0
904,2010,SBC-006024,100%,7/12/10,7/12/10,350,NA,350,1,0,0,0
905,2010,MCP-2054,100%,7/13/10,7/15/10,NA,3225,NA,0,0,0,0
906,2010,RRU-062475,100%,7/15/10,7/18/10,503,NA,503,0,0,0,0
907,2010,RRU-062442,100%,7/15/10,7/18/10,720,NA,NA,1,0,0,0
908,2010,CND-2466,100%,7/15/10,7/18/10,NA,552,552,0,0,0,0
909,2010,KNP-0039,55%,7/16/10,NA,NA,8967,NA,0,0,0,0
910,2010,CDD-11051,100%,7/16/10,7/22/10,NA,1254,NA,0,0,0,0
911,2010,CDD-11175,100%,7/18/10,7/24/10,NA,1822,NA,0,0,0,0
912,2010,OVD-903,100%,7/24/10,7/27/10,NA,686,686,0,0,0,0
913,2010,YNP-2777,55%,7/25/10,NA,NA,1711,NA,0,0,0,0
914,2010,INF-934,100%,7/26/10,7/29/10,NA,1205,NA,0,0,0,0
915,2010,SQF--2701,100%,7/26/10,8/10/10,NA,16442,NA,14,0,0,0
916,2010,KRN-21461,100%,7/27/10,8/6/10,1650,NA,NA,50,13,0,0
917,2010,NOD-3688,100%,7/27/10,8/10/10,NA,9408,NA,0,0,0,0
918,2010,LAC-10169202,100%,7/29/10,8/3/10,14000,NA,NA,10,6,0,0
919,2010,LAC-10169229,100%,7/29/10,7/30/10,530,NA,530,0,0,0,0
920,2010,ANF-3201,100%,7/29/10,7/30/10,NA,510,510,0,0,0,0
921,2010,KNF-5561,100%,7/31/10,8/4/10,NA,371,371,0,0,0,0
922,2010,PNF-0700,100%,7/31/10,8/10/10,NA,1040,NA,0,0,0,0
923,2010,SNF-1497,50%,8/7/10,NA,NA,466,466,0,0,0,0
924,2010,YNP-3213,90%,8/8/10,NA,NA,909,909,0,0,0,0
925,2010,STF-2269,100%,8/9/10,10/15/10,NA,799,799,0,0,0,0
926,2010,TUU-0320,100%,8/17/10,8/18/10,879,NA,879,0,0,0,0
927,2010,NEU-0017796,100%,8/20/10,8/21/10,434,NA,434,0,0,0,0
928,2010,MVU-9309,100%,8/21/10,8/23/10,929,NA,929,0,0,0,0
929,2010,SLU-6481,100%,8/21/10,8/22/10,1200,NA,NA,0,0,0,0
930,2010,SCU-3525,100%,8/24/10,8/31/10,375,NA,375,0,0,0,0
931,2010,LNU-6365,100%,8/24/10,8/26/10,450,NA,450,0,0,0,0
932,2010,KRN-24500,100%,8/25/10,8/28/10,1312,NA,NA,0,0,0,0
933,2010,NEU-18316,100%,8/27/10,9/13/10,1500,NA,NA,0,0,0,0
934,2010,TNF-1579,100%,8/27/10,8/31/10,NA,1307,NA,0,0,0,0
935,2010,MVU-9767,100%,9/2/10,9/7/10,827,NA,827,0,0,0,0
936,2010,STF-35641,100%,9/12/10,9/19/10,NA,9820,NA,1,0,0,0
937,2011,BDU-002312,100%,3/9/11,3/9/11,395,NA,395,0,0,0,0
938,2011,BDU-002915,100%,3/18/11,3/20/11,850,NA,850,19,0,0,0
939,2011,BEU-001593,100%,5/12/11,5/14/11,832,NA,832,0,0,0,0
940,2011,SQF-001234,100%,5/27/11,5/31/11,NA,1122,NA,0,0,0,0
941,2011,BEU-0001778,100%,5/29/11,5/29/11,382,NA,382,0,0,0,0
942,2011,MDF-0000181,100%,6/8/11,6/13/11,NA,2000,NA,0,0,0,0
943,2011,KRN-1117159,100%,6/12/11,6/12/11,NA,640,640,0,0,0,0
944,2011,KRN-017988,100%,6/19/11,6/21/11,NA,5200,NA,2,0,0,0
945,2011,KRN-1118260,100%,6/21/11,6/22/11,NA,3154,NA,0,0,0,0
946,2011,SLU-4752 (1),100%,6/24/11,6/24/11,387,NA,387,0,0,0,0
947,2011,TCU-5166,100%,6/24/11,6/24/11,330,NA,330,0,0,0,0
948,2011,MMU- 9446,100%,6/26/11,6/26/11,575,NA,575,0,0,0,0
949,2011,TUU-000134,100%,6/27/11,7/2/11,1213,NA,NA,0,0,0,0
950,2011,HUU-003190,100%,7/1/11,7/5/11,498,NA,498,0,0,0,0
951,2011,SCU-002637,100%,7/5/11,7/5/11,400,NA,400,0,0,0,0
952,2011,ORC-045067,100%,7/7/11,7/8/11,NA,508,508,0,0,0,0
953,2011,SQF-002087,100%,7/8/11,10/10/11,NA,20500,NA,0,0,0,0
954,2011,NEU-0015232,100%,7/9/11,7/11/11,360,NA,360,0,0,0,0
955,2011,TUU-0000188,100%,7/9/11,7/12/11,780,NA,780,7,0,0,0
956,2011,SCU-0002779,100%,7/14/11,7/14/11,500,NA,500,0,0,0,0
