,year,incident,containment,start_date,end_date,cdf_burned,other_burned,total_burned,struct_dest,struct_dam,death_fire,death_civil
307,2003,RRU-81407,NA,10/21/03,10/23/03,2189,208,NA,3,7,0,0
308,2003,BDU-11262,NA,10/21/03,11/5/03,12289,54605,NA,136,71,0,0
309,2003,MVU-7975,NA,10/21/03,10/27/03,NA,8592,NA,0,0,0,0
310,2003,SLU-7808,NA,10/23/03,11/14/03,NA,63991,NA,8,0,0,0
311,2003,BDU-14164,NA,10/24/03,10/24/03,NA,8650,NA,1,0,0,0
312,2003,SLU-7886,NA,10/25/03,11/3/03,NA,108204,NA,300,11,0,0
313,2003,MVU-8126,NA,10/25/03,11/4/03,143734,129512,NA,NA,63,1,14
314,2003,BDU-11440,NA,10/25/03,11/14/03,NA,91281,NA,1003,7,0,6
315,2003,MVU-8151,NA,10/26/03,10/28/03,46000,NA,NA,0,0,0,0
316,2003,RRU-082809,NA,10/26/03,10/29/03,10000,NA,NA,61,0,0,0
317,2003,HUU-5720,NA,10/26/03,10/30/03,NA,315,315,0,0,0,0
318,2003,MVU-008143,NA,10/26/03,11/6/03,56700,NA,NA,223,10,0,2
319,2003,SHU-11176,NA,10/27/03,10/30/03,1200,NA,NA,0,0,0,0
320,2003,LMU-4234,NA,11/28/03,11/29/03,NA,300,300,0,0,0,0
321,2004,BDF-3917,NA,3/25/04,3/26/04,NA,350,350,1,0,0,0
322,2004,SHF-000443,NA,4/9/04,4/12/04,NA,301,301,0,0,0,0
323,2004,RRU-032913,NA,4/25/04,4/26/04,2464,NA,NA,9,0,0,0
324,2004,MVU-003337,NA,5/2/04,5/3/04,NA,2040,NA,0,0,0,0
325,2004,RRU-35190,NA,5/2/04,5/7/04,8831,NA,NA,41,0,0,0
326,2004,RRU-35197,NA,5/2/04,5/3/04,450,NA,450,0,0,0,0
327,2004,RRU-35567,NA,5/3/04,5/3/04,377,NA,377,0,0,0,0
328,2004,RRU-035517,NA,5/3/04,5/7/04,16460,NA,NA,28,0,0,0
329,2004,SLU-3169,NA,5/3/04,5/7/04,NA,1127,NA,1,0,0,0
330,2004,TUU-004886,NA,5/7/04,5/7/04,750,NA,750,0,0,0,0
331,2004,RRU-38418,NA,5/12/04,5/15/04,1845,NA,NA,0,0,0,0
332,2004,CA-PNF-379,NA,5/18/04,5/18/04,NA,560,560,0,0,0,0
333,2004,TUU-005509,NA,5/21/04,5/21/04,313,NA,313,0,0,0,0
334,2004,MMU-8972,NA,5/21/04,5/21/04,300,NA,300,0,0,0,0
335,2004,NEU-009119,NA,6/3/04,6/3/04,300,NA,300,0,0,0,0
336,2004,SCU-003038,NA,6/4/04,6/4/04,300,NA,300,0,0,0,0
337,2004,SBC-4032,NA,6/5/04,6/11/04,NA,7440,NA,4,0,0,0
338,2004,TUU-006407,NA,6/8/04,6/8/04,571,NA,571,0,0,0,0
339,2004,SNF-1029,NA,6/16/04,6/16/04,NA,385,385,0,0,0,0
340,2004,TUU-6885,NA,6/18/04,6/18/04,NA,550,550,0,0,0,0
341,2004,AEU-010202,NA,6/20/04,6/20/04,NA,400,400,0,0,0,0
342,2004,LMU-1852,NA,6/22/04,6/24/04,NA,368,368,0,0,0,0
343,2004,SQF-1461,NA,6/24/04,6/24/04,NA,871,871,0,0,0,0
344,2004,BDU-6547,NA,6/26/04,6/26/04,NA,300,300,0,0,0,0
345,2004,FKU-007654,NA,6/26/04,6/26/04,NA,5000,NA,0,0,0,0
346,2004,MMU-018987,NA,6/27/04,7/1/04,NA,5060,NA,0,0,0,0
347,2004,LNP-2017,NA,6/28/04,NA,NA,3304,NA,0,0,0,0
348,2004,BEU-002411,NA,6/30/04,7/1/04,300,NA,300,0,0,0,0
349,2004,TGU-003837,NA,7/1/04,7/1/04,375,NA,375,0,0,0,0
350,2004,MVU-5269,NA,7/1/04,7/1/04,600,NA,600,0,0,0,0
351,2004,SCU-3829,NA,7/10/04,7/11/04,700,NA,700,0,0,0,0
352,2004,RRU-055439,NA,7/11/04,7/16/04,3833,NA,NA,0,0,0,0
353,2004,FKU-08513,NA,7/11/04,7/13/04,1307,NA,NA,8,1,0,0
354,2004,BDU-7509,NA,7/12/04,7/21/04,NA,17418,NA,15,4,1,0
355,2004,NEU-011956,NA,7/13/04,7/13/04,NA,320,320,0,0,0,0
356,2004,MVU-5659,NA,7/13/04,7/15/04,8649,NA,NA,3,0,0,0
357,2004,RRU-056039,NA,7/13/04,7/13/04,350,NA,350,2,0,0,0
358,2004,TUU-008451,NA,7/14/04,7/14/04,NA,510,510,5,0,0,0
359,2004,SCU-003929,NA,7/15/04,7/16/04,NA,435,435,0,0,0,0
360,2004,RRU-57236,NA,7/17/04,7/20/04,3667,NA,NA,20,0,0,0
361,2004,BDU-7498,NA,7/17/04,7/21/04,NA,6002,NA,0,0,0,0
362,2004,FKU-008892,NA,7/18/04,7/18/04,NA,500,500,0,0,0,0
363,2004,TUU-5791,NA,7/19/04,7/24/04,NA,1500,NA,0,0,0,0
364,2004,SBC-5251,NA,7/20/04,7/22/04,NA,307,307,0,0,0,0
365,2004,TUU-008884,NA,7/22/04,7/23/04,NA,700,700,0,0,0,0
366,2004,RRU-58691,NA,7/22/04,7/22/04,750,NA,750,0,0,0,0
367,2004,LMU-2537,NA,7/22/04,7/29/04,3422,NA,NA,0,0,0,0
368,2004,SKU-003136,NA,7/24/04,7/24/04,400,NA,400,0,0,0,0
369,2004,SKU-003140,NA,7/24/04,7/26/04,2400,NA,NA,0,0,0,0
370,2004,TCU-006431,NA,7/27/04,8/14/04,879,NA,879,2,0,0,0
371,2004,SRF-3784,NA,7/28/04,8/3/04,NA,4030,NA,4,1,0,0
372,2004,TCU-006440,NA,8/6/04,8/9/04,3443,NA,NA,0,0,0,0
373,2004,BDU-9291,NA,8/7/04,8/9/04,NA,1330,NA,0,0,0,0
374,2004,SCU-4410,NA,8/8/04,8/10/04,1246,NA,NA,0,0,0,0
375,2004,NEU-13741,NA,8/8/04,8/12/04,934,NA,934,2,0,0,0
376,2004,MEU-006378,NA,8/8/04,8/11/04,328,NA,328,0,0,0,0
377,2004,TCU-006563,NA,8/10/04,8/12/04,600,NA,600,1,0,0,0
378,2004,BTU-009671,NA,8/11/04,8/15/04,2030,NA,NA,4,0,0,NA
379,2004,TCU-006534,NA,8/11/04,8/9/04,NA,1670,NA,0,0,0,0
380,2004,SHU-006278,NA,8/11/04,8/16/04,10848,NA,NA,86,28,0,0
381,2004,TUU-009943,NA,8/12/04,8/16/04,NA,3148,NA,0,0,0,0
382,2004,LMU-2930,NA,8/13/04,8/16/04,NA,500,500,0,0,0,0
383,2004,NOD-2946,NA,8/13/04,8/16/04,NA,500,500,0,0,0,0
384,2004,LMU-002930,NA,8/13/04,8/16/04,NA,500,500,0,0,0,0
385,2004,SHU-006398,NA,8/14/04,8/20/04,13005,NA,NA,30,15,0,0
386,2004,LNU-6125,NA,8/18/04,8/20/04,377,NA,377,0,0,0,0
387,2004,LNU-006346,NA,8/26/04,8/26/04,400,NA,400,1,0,0,0
388,2004,MMU-016500,NA,9/2/04,9/4/04,400,NA,400,5,10,0,0
389,2004,LNU-006644,NA,9/3/04,9/8/04,12525,NA,NA,21,0,0,0
390,2004,TCU-007413,NA,9/3/04,9/5/04,2476,NA,NA,125,3,0,0
391,2004,LNU-006675,NA,9/4/04,9/4/04,1100,100,NA,0,0,0,0
392,2004,AEU-015503,NA,9/4/04,9/4/04,700,NA,700,0,0,0,0
393,2004,BDU-9520,NA,9/7/04,9/9/04,NA,1007,NA,0,1,0,0
394,2004,LNU-6821,NA,9/7/04,9/9/04,NA,360,360,0,0,0,0
395,2004,TUU-11429,NA,9/11/04,9/12/04,NA,314,314,0,0,0,0
396,2004,MMU-017290,NA,9/12/04,9/15/04,1347,NA,NA,0,0,0,0
397,2004,TCU-007765,NA,9/12/04,9/12/04,NA,800,800,0,0,1,0
398,2004,MVU-007603,NA,9/13/04,9/13/04,965,NA,965,1,0,0,0
399,2004,AEU-017646,NA,10/6/04,10/21/04,NA,16800,NA,0,0,0,0
400,2004,LNU-007867,NA,10/10/04,10/16/04,39138,NA,NA,6,1,0,0
401,2004,AEU-018044EL,NA,10/13/04,10/17/04,NA,7700,NA,0,0,0,0
402,2004,ANF-002517,NA,7/20/04,7/23/04,NA,18026,NA,7,0,0,0
403,2005,FKU-5279,100%,5/15/05,5/16/05,NA,300,300,0,0,0,0
404,2005,FKU-5337,100%,5/17/05,5/17/05,667,NA,667,0,0,0,0
405,2005,FKU-5326,100%,5/17/05,5/17/05,NA,800,800,0,0,0,0
406,2005,RRU-41175,100%,5/19/05,6/1/05,417,NA,417,0,0,0,0
407,2005,TUU-5938,100%,6/2/05,6/2/05,800,NA,800,0,0,0,0
408,2005,RRU-46137,100%,6/2/05,6/4/05,300,NA,300,0,0,0,0
409,2005,MMU-9861,100%,6/3/05,6/3/05,1232,NA,1232,0,0,0,0
410,2005,FKU-06116,100%,6/4/05,6/5/05,5514,NA,5514,0,0,0,0
411,2005,SCU-2125,100%,6/4/05,6/4/05,1330,NA,1330,0,0,0,0
412,2005,SCU-2142,100%,6/5/05,6/5/05,320,NA,320,0,0,0,0
413,2005,BDU-5678,100%,6/6/05,6/7/05,NA,625,625,0,0,0,0
414,2005,BDU-6148,100%,6/18/05,6/19/05,1876,NA,1876,0,0,0,0
415,2005,BDU-6312,100%,6/22/05,6/25/05,3082,NA,3082,6,8,0,0
416,2005,RRU-52091,100%,6/22/05,6/24/05,2000,NA,2000,0,0,0,0
417,2005,BDU-6587,100%,6/22/05,6/27/05,NA,71000,71000,11,0,0,0
418,2005,SCU-2567,100%,7/1/05,7/2/05,490,NA,490,0,0,0,0
419,2005,MMU-11965,100%,7/2/05,7/2/05,1056,NA,1056,0,0,0,0
420,2005,BDU-9126,100%,7/5/05,7/6/05,1200,NA,1200,0,0,0,0
421,2005,RRU-56179,100%,7/5/05,7/5/05,1078,NA,1078,0,0,0,0
422,2005,TUU-7505,100%,7/7/05,7/7/05,2600,NA,2600,0,0,0,0
423,2005,TUU-7902,100%,7/9/05,7/9/05,971,NA,971,0,0,0,0
424,2005,TUU-7893,100%,7/9/05,7/9/05,NA,1150,1150,3,0,0,0
425,2005,BDU-731,100%,7/14/05,7/15/05,525,NA,525,1,0,0,0
426,2005,SCU-2920,100%,7/19/05,7/20/05,6744,NA,6744,0,1,0,0
427,2005,TUU-8421,100%,7/19/05,7/19/05,NA,1282,1282,0,0,0,0
428,2005,SCU-2922,100%,7/20/05,7/20/05,350,NA,350,0,0,0,0
429,2005,BDU-7673,100%,7/22/05,7/23/05,NA,3500,3500,0,0,0,0
430,2005,BDU-7661,100%,7/22/05,7/22/05,NA,743,743,1,0,0,0
431,2005,TGU-4548,100%,7/25/05,7/25/05,430,NA,430,0,0,0,0
432,2005,MMU-13780,100%,7/25/05,7/27/05,550,NA,550,2,0,0,0
433,2005,SCU-3058,100%,7/26/05,7/26/05,430,NA,430,0,0,0,0
434,2005,TUU-8832,100%,7/26/05,7/26/05,NA,440,440,0,0,0,0
435,2005,TUU-8868,100%,7/27/05,7/28/05,870,NA,870,0,0,0,0
436,2005,MMU-14173,100%,7/30/05,7/30/05,447,NA,447,0,0,0,0
437,2005,TCU-6468,100%,8/1/05,8/1/05,356,NA,356,0,0,0,0
438,2005,MMU-14337,100%,8/1/05,8/1/05,3200,NA,3200,0,0,0,0
439,2005,BDU-8164,100%,8/3/05,8/3/05,NA,1500,1500,0,0,0,1
440,2005,LNU-5240,100%,8/9/05,8/9/05,NA,1700,1700,0,0,0,0
441,2005,TGU-4980,100%,8/10/05,8/11/05,2700,NA,2700,0,0,0,0
442,2005,MVU-6764,100%,8/17/05,8/17/05,NA,350,350,0,0,0,0
443,2005,MMU-15859,100%,8/21/05,8/21/05,NA,400,400,0,0,0,0
444,2005,LMU-3444,100%,8/22/05,8/22/05,NA,24800,24800,0,0,0,0
445,2005,NEU-14631,100%,8/24/05,8/24/05,NA,2270,2270,0,0,0,0
446,2005,TGU-5357,100%,8/25/05,8/25/05,314,NA,314,0,0,0,0
447,2005,TGU-5384,100%,8/26/05,8/29/05,1830,NA,1830,29,1,0,0
448,2005,RRU-71914,100%,8/26/05,8/30/05,NA,5493,5493,0,0,0,0
449,2005,MMU-18533,100%,8/26/05,8/26/05,NA,500,500,0,0,0,0
450,2005,MMU-16440,100%,8/29/05,8/29/05,550,NA,550,0,0,0,0
451,2005,FKU-10238,100%,8/30/05,8/30/05,NA,1000,1000,0,0,0,0
452,2005,BDU-9477,100%,9/3/05,9/5/05,2386,NA,2386,3,0,0,0
453,2005,BEU-3316,100%,9/4/05,9/5/05,1393,NA,1393,0,0,0,0
454,2005,MVU-7518,100%,9/6/05,9/11/05,685,NA,685,30,0,0,0
455,2005,BDU-12212,100%,9/12/05,9/14/05,NA,650,650,0,0,0,0
456,2005,LNU-6400,100%,9/16/05,9/17/05,751,NA,751,1,0,0,0
457,2005,SKU-4410,100%,9/17/05,9/17/05,746.5,NA,746.5,0,0,0,0
458,2005,TUU-11469,100%,9/19/05,9/19/05,1600,NA,1600,0,0,0,0
459,2005,MMU-18117,100%,9/20/05,9/20/05,900,NA,900,0,0,0,0
460,2005,MMU-18135,100%,9/20/05,9/20/05,700,NA,700,0,0,0,0
461,2005,TUU-11723,100%,9/25/05,9/25/05,412,NA,412,0,0,0,0
462,2005,BDU-10474,100%,9/28/05,10/7/05,24175,NA,24175,13,4,0,0
463,2005,RRU-81558,100%,9/28/05,9/28/05,1100,NA,1100,3,0,0,0
464,2005,BDU-10505,100%,9/29/05,9/29/05,NA,935,935,0,0,0,0
465,2005,BDU-10546,100%,9/29/05,10/4/05,NA,1094,1094,0,0,0,0
466,2005,NEU-17311,100%,10/4/05,10/4/05,NA,400,400,0,0,0,0
467,2005,MMU-19165,100%,10/5/05,10/5/05,NA,6000,6000,0,0,0,0
468,2005,MVU-8488,100%,10/5/05,10/8/05,4103,NA,4103,0,0,0,0
469,2005,RRU-83672,100%,10/5/05,10/7/05,6500,NA,6500,0,0,0,0
470,2005,LNU-7187,100%,10/11/05,10/12/05,301,NA,301,0,0,0,0
471,2005,RRU-87002,100%,10/17/05,10/17/05,NA,500,500,0,0,0,0
472,2005,TUU-13139,100%,10/28/05,10/28/05,NA,330,330,0,0,0,0
473,2005,SHF-2589,100%,11/8/05,11/8/05,NA,468,468,0,0,0,0
474,2005,SLU-040555,100%,11/18/05,11/19/05,3891,NA,3891,2,0,0,0
475,2005,MMU-17739,100%,NA,9/15/05,435,NA,435,0,0,0,0
476,2006,BDU-861,100%,1/22/06,2/2/06,NA,485,485,0,0,0,0
477,2006,RRU-10978,100%,2/6/06,2/6/06,NA,10584,10584,0,0,0,0
478,2006,SKU-906,100%,2/25/06,2/27/06,1521,1498,3019,4,0,0,0
479,2006,FKU-3779,100%,5/13/06,5/14/06,1964,NA,1964,0,0,0,0
480,2006,BTU-8035,100%,5/16/06,5/16/06,NA,366,366,0,0,0,0
481,2006,SCU-3133,100%,5/26/06,5/26/06,1418,NA,1418,0,0,0,0
482,2006,MMU-5956,100%,5/26/06,5/26/06,753,NA,753,0,0,0,0
483,2006,RRU-44512,100%,5/27/06,5/28/06,NA,400,400,0,0,0,0
484,2006,TUU-5529,100%,5/27/06,5/27/06,NA,1700,1700,0,0,0,0
485,2006,RRU-45343,100%,5/30/06,5/30/06,317,NA,317,0,0,0,0
486,2006,RRU-46680,100%,6/3/06,6/4/06,362,NA,362,0,0,0,0
487,2006,FKU-4598,100%,6/4/06,6/4/06,371,NA,371,0,0,0,0
488,2006,FKU-4708,100%,6/7/06,6/7/06,NA,300,300,0,0,0,0
489,2006,BDU-5805,100%,6/7/06,6/7/06,357,NA,357,0,0,0,0
490,2006,BDU-5867,100%,6/9/06,6/10/06,NA,361,361,0,0,0,0
491,2006,SCU-3533,100%,6/10/06,6/10/06,335,NA,335,0,0,0,0
492,2006,TUU-6585,100%,6/17/06,6/17/06,320,NA,320,0,0,0,0
493,2006,SLU-4715  185,100%,6/19/06,6/26/06,NA,14988,14988,7,0,0,0
494,2006,CDF-262,100%,6/20/06,6/25/06,NA,4000,4000,0,0,0,0
495,2006,TUU-6967,100%,6/24/06,6/24/06,800,NA,800,1,0,0,0
496,2006,LMU-2330,100%,6/25/06,6/30/06,NA,4300,4300,0,0,0,0
497,2006,BDU-6570,100%,6/26/06,6/29/06,3750,NA,3750,0,0,0,0
498,2006,LMU-2803,100%,6/26/06,7/3/06,NA,300,300,0,0,0,0
499,2006,LMU-2372,100%,6/26/06,6/27/06,565,35,600,1,0,0,0
500,2006,LMU-2394,100%,6/26/06,6/27/06,10,490,500,0,0,0,0
501,2006,LMU-2420,100%,6/26/06,6/27/06,504,NA,504,0,0,0,0
502,2006,TGU-4055,100%,6/27/06,6/27/06,NA,1247,1247,0,0,0,0
503,2006,LMU-2439,100%,6/27/06,7/1/06,300,NA,300,0,0,0,0
504,2006,LMU-2478,100%,6/27/06,6/27/06,450,NA,450,0,0,0,0
505,2006,SCU-4033,100%,6/30/06,7/3/06,2590,NA,2590,0,0,0,0
506,2006,SCU-4078,100%,7/2/06,7/2/06,460,NA,460,0,0,0,0
507,2006,TCU-5732,100%,7/3/06,7/5/06,2000,NA,2000,0,0,0,0
508,2006,BDU-7074,100%,7/6/06,7/7/06,NA,420,420,0,0,0,0
509,2006,BDU-10778,100%,7/6/06,7/12/06,488,NA,488,0,0,0,0
510,2006,RRU-57746,100%,7/7/06,7/10/06,NA,2000,2000,0,0,0,0
511,2006,LMU-2802,100%,7/9/06,7/9/06,NA,1780,1780,0,0,0,0
512,2006,TUU-7901,100%,7/9/06,7/12/06,698,NA,698,0,0,0,0
513,2006,SCU-4303,100%,7/9/06,7/17/06,34000,NA,34000,11,1,0,0
514,2006,BDU-7229,100%,7/9/06,7/20/06,62000,NA,62000,273,14,0,1
515,2006,RRU-59480,100%,7/9/06,7/9/06,NA,24210,24210,0,0,0,0
516,2006,BBD-2110,100%,7/11/06,7/12/06,NA,1500,1500,0,0,0,0
517,2006,SCU-4345,100%,7/11/06,7/11/06,6400,NA,6400,0,0,0,0
518,2006,BDU-7456,100%,7/14/06,7/15/06,575,NA,575,0,0,0,0
519,2006,MMU-8565,100%,7/14/06,7/14/06,NA,500,500,1,0,0,0
520,2006,BTU-8059,100%,7/17/06,7/17/06,451,NA,451,0,0,0,0
521,2006,LNU-5007,100%,7/17/06,7/21/06,550,NA,550,3,0,0,0
522,2006,MEU-5124,100%,7/17/06,7/17/06,321,NA,321,0,0,0,0
523,2006,LMU-2968,100%,7/18/06,7/21/06,1234,NA,1234,0,0,0,0
524,2006,MVU-6638,100%,7/20/06,7/20/06,315,NA,315,0,0,0,0
525,2006,TUU-8471,100%,7/20/06,7/21/06,1325,NA,1325,0,0,0,0
526,2006,MMU-8926,100%,7/21/06,7/21/06,NA,25007,25007,0,0,0,0
527,2006,KNP-26,NA,7/21/06,NA,NA,627,627,0,0,0,0
528,2006,BDU-7798,100%,7/22/06,7/22/06,NA,448,448,6,0,0,0
529,2006,BEU-2665,100%,7/22/06,7/27/06,14506,NA,14506,0,0,0,0
530,2006,BDU-7845,100%,7/22/06,7/26/06,993,0,993,10,0,0,0
531,2006,TUU-9072,100%,7/22/06,7/28/06,445,NA,445,0,0,0,0
532,2006,TUU11375,100%,7/23/06,7/23/06,600,NA,600,0,0,0,0
533,2006,SLU-5902,100%,7/23/06,7/23/06,660,NA,660,0,0,0,0
534,2006,RRU-6747,100%,7/23/06,8/1/06,NA,16681,16681,0,0,0,0
535,2006,RRU-62919,100%,7/23/06,7/26/06,467,NA,467,0,0,0,0
536,2006,SKU-3536,100%,7/23/06,9/24/06,NA,3318,3318,0,0,2,0
537,2006,SKU-3497,100%,7/23/06,10/31/06,NA,30454,30454,1,0,0,0
538,2006,SRF-997,100%,7/24/06,9/30/06,NA,15710,15710,1,0,0,0
539,2006,TUU-11376,100%,7/24/06,7/29/06,3194,NA,3194,0,0,0,0
540,2006,HUU-5068,100%,7/24/06,8/7/06,NA,904,904,0,0,0,0
541,2006,BDU-10779,100%,7/25/06,7/25/06,1094,NA,1094,0,0,0,0
542,2006,SKU-3541,100%,7/25/06,8/1/06,NA,480,480,0,0,0,0
543,2006,MEU-5437,100%,7/26/06,7/26/06,NA,16296,16296,0,0,0,0
544,2006,MMU-9238,100%,7/26/06,7/26/06,477,NA,477,0,0,0,0
545,2006,SKU-3583,100%,7/26/06,7/28/06,1283,NA,1283,1,1,0,0
546,2006,SHU-7170,100%,7/27/06,7/27/06,NA,100414,100414,0,0,0,0
547,2006,LMU-3200,100%,7/27/06,8/5/06,NA,4855,4855,0,0,0,0
548,2006,SHU-5863,100%,7/29/06,7/29/06,3126,NA,3126,1,0,0,0
549,2006,SLU-6169,100%,8/1/06,8/1/06,400,NA,400,0,0,0,0
550,2006,TGU-5100,100%,8/2/06,8/2/06,NA,6854,6854,0,0,0,0
551,2006,TUU-9299,100%,8/5/06,8/6/06,NA,2346,2346,0,1,0,0
552,2006,BDU-7707,100%,8/7/06,8/7/06,NA,532,532,0,0,0,0
553,2006,RRU-67809,100%,8/8/06,8/10/06,800,NA,800,0,0,0,0
554,2006,RRU-69073,100%,8/12/06,8/13/06,300,NA,300,0,0,0,0
555,2006,BDU-10792,100%,8/13/06,8/16/06,4864,NA,4864,2,1,0,0
556,2006,NEU-15663,100%,8/16/06,8/17/06,388,NA,388,1,0,0,0
557,2006,MMU-10498,100%,8/21/06,8/22/06,NA,536,536,0,0,0,0
558,2006,BDU-9392,100%,8/29/06,8/29/06,384,537,921,1,1,0,0
559,2006,SHU-7012,20%,9/2/06,10/16/06,NA,6452,6452,0,0,0,0
560,2006,NEU-17281,100%,9/5/06,9/18/06,NA,8423,8423,2,0,0,0
561,2006,BDU-10098,100%,9/14/06,9/15/06,NA,7434,7434,2,NA,NA,NA
562,2006,RRU-79592,100%,9/16/06,9/16/06,1580,NA,1580,0,5,0,0
563,2006,RRU-79875,100%,9/17/06,9/17/06,1200,470,1670,3,2,0,0
564,2006,BDU-10271,100%,9/19/06,9/21/06,NA,2370,2370,0,0,0,0
565,2006,NEU-18269,100%,9/19/06,9/26/06,NA,2114,2114,0,0,0,0
566,2006,LNU-7269,100%,9/22/06,9/22/06,500,NA,500,0,0,0,0
567,2006,LNU-7284,100%,9/22/06,9/24/06,387,NA,387,0,0,0,0
568,2006,FKU-9073,100%,9/24/06,9/24/06,NA,800,800,0,0,0,0
569,2006,MEU-7298,100%,9/24/06,9/30/06,1014,NA,1014,0,0,0,0
570,2006,MMU-12758,100%,10/7/06,10/7/06,450,NA,450,0,0,0,0
571,2006,SLU-8061,100%,10/9/06,10/10/06,850,NA,850,0,0,0,0
572,2006,SNF-2579,100%,10/10/06,NA,NA,341,341,0,0,0,0
573,2006,RRU-87499,100%,10/13/06,10/14/06,497,NA,497,0,0,0,0
574,2006,FKU-10105,100%,10/25/06,10/25/06,1600,NA,1600,0,0,0,0
575,2006,RRU-09//90,100%,10/26/06,10/31/06,40200,NA,40200,54,0,5,1
576,2006,BCD-44185,100%,11/6/06,11/7/06,NA,640,640,2,NA,NA,NA
577,2006,VNC-3565,100%,12/3/06,12/5/06,13600,NA,13600,7,11,0,0
578,2006,BDC-48105,100%,12/4/06,12/4/06,NA,525,525,0,0,0,0
579,2006,KRN-035228,100%,12/7/06,12/9/06,4025,NA,4025,0,0,0,0
580,2006,BTU-7042,100%,6/25/06,7/5/06,NA,3500,3500,2,0,0,0
581,2007,RRU-1600,NA,1/5/07,1/6/07,671,NA,671,0,0,0,0
582,2007,SLU-338,NA,1/14/07,1/16/07,332,NA,332,1,0,0,0
583,2007,RRU-19979,NA,3/4/07,3/4/07,680,NA,680,0,0,0,0
584,2007,ORC-16557,NA,3/11/07,3/13/07,2036,NA,NA,2,1,0,0
585,2007,RRU-22254,NA,3/11/07,3/12/07,1044,NA,NA,0,0,0,0
586,2007,FKU-2844,NA,3/22/07,3/23/07,300,NA,300,0,0,0,0
587,2007,BDC-13362,NA,3/31/07,4/1/07,NA,4100,NA,1,1,0,0
588,2007,CDD-4439,NA,4/6/07,4/8/07,NA,901,901,0,0,0,0
589,2007,DVP-4840,NA,4/14/07,4/15/07,NA,1988,NA,0,0,0,0
590,2007,RRU-37425,NA,4/28/07,4/29/07,NA,488,488,0,0,0,0
591,2007,BBD-817,NA,4/29/07,5/3/07,NA,1350,NA,0,0,0,0
592,2007,RRU-40815,NA,5/8/07,5/9/07,990,NA,990,0,0,0,0
593,2007,LFD-0648,NA,5/8/07,5/11/07,NA,817,817,0,1,0,0
594,2007,LAC-102481,NA,5/10/07,5/15/07,4750,NA,NA,6,4,0,0
595,2007,BBD-920,NA,5/13/07,5/15/07,NA,525,525,2,0,0,0
596,2007,LNU-3042,NA,5/18/07,5/22/07,450,NA,450,0,0,0,0
597,2007,LAC-7109398,NA,5/19/07,5/22/07,2050,NA,NA,0,0,0,0
598,2007,MMU-5998,NA,5/20/07,5/20/07,338,NA,338,0,0,0,0
599,2007,BTU-5890,NA,5/22/07,5/23/07,726,NA,726,0,0,0,0
600,2007,SHF-719,NA,5/22/07,5/27/07,NA,730,730,0,0,0,0
601,2007,TUU-5701,NA,5/28/07,5/30/07,410,NA,410,0,0,0,0
602,2007,TUU-5940,NA,6/3/07,6/4/07,2140,NA,NA,0,0,0,0
603,2007,SQF-1317,NA,6/3/07,6/28/07,NA,4196,NA,0,0,0,0
604,2007,MVU-5376,NA,6/5/07,6/6/07,1500,NA,NA,0,0,0,0
605,2007,TIA-1390,NA,6/11/07,6/17/07,NA,500,500,0,0,0,0
606,2007,TGU-4063,NA,6/13/07,6/16/07,387,NA,387,0,0,0,0
607,2007,LMU-2692,NA,6/23/07,6/23/07,314,NA,314,3,0,0,0
608,2007,TMU-11011,NA,6/24/07,7/2/07,NA,3100,NA,309,35,0,0
609,2007,KRN-18055,NA,6/24/07,7/3/07,12454,NA,NA,31,1,0,0
610,2007,KRN-17959,NA,6/24/07,6/25/07,761,NA,761,0,0,0,0
611,2007,TGU-4489,NA,6/28/07,6/28/07,446,NA,446,0,0,0,0
612,2007,FHL-950,NA,6/28/07,6/28/07,NA,2300,NA,0,0,0,0
613,2007,LPF-980,NA,6/30/07,7/3/07,NA,482,482,0,0,0,0
614,2007,SBC-5316,NA,7/4/07,9/2/07,240207,NA,NA,1,0,0,0
615,2007,PNF-396,NA,7/5/07,7/13/07,NA,22902,NA,2,0,0,0
616,2007,BDU-7330,NA,7/5/07,7/6/07,467,NA,467,0,0,0,0
617,2007,INF-783,NA,7/6/07,7/16/07,NA,35176,NA,33,0,0,0
618,2007,TIA-1875,NA,7/6/07,7/7/07,NA,1005,NA,0,0,0,0
619,2007,LAC-7148415,NA,7/7/07,7/8/07,815,NA,815,0,0,0,0
620,2007,MDF-359,NA,7/10/07,7/19/07,NA,8121,NA,11,0,0,0
621,2007,SHU-5201,NA,7/10/07,7/12/07,776,NA,776,0,0,0,0
622,2007,MEU-5025,NA,7/10/07,7/16/07,443,NA,443,0,0,0,0
623,2007,KNF-3176,NA,7/10/07,9/15/07,NA,17684,NA,0,0,1,0
624,2007,INF-801,NA,7/10/07,7/12/07,NA,680,680,0,0,0,0
625,2007,KNF-3238,NA,7/13/07,7/21/07,NA,2906,NA,0,0,0,0
626,2007,KRN-721415,NA,7/21/07,7/22/07,364,NA,364,0,0,0,0
627,2007,BTU-9279,NA,8/3/07,8/7/07,382,NA,382,0,0,0,0
628,2007,BTU-9467,NA,8/7/07,8/7/07,1057,NA,NA,0,0,0,0
629,2007,FKU-8730,NA,8/10/07,8/19/07,5644,NA,NA,0,0,0,0
630,2007,SKU-3868,NA,8/13/07,8/17/07,841,NA,841,0,0,0,0
631,2007,LNU-5933,NA,8/14/07,8/15/07,400,NA,400,1,0,0,0
