system:index,AGENCY,ALARM_DATE,CAUSE,COMPLEXNM,CONT_DATE,FIRE_NAME,GIS_ACRES,INCOMPLEX,MAPMETHOD,YEAR,YEARn,histogram,.geo
00005fd5326b1d92bb4c,OTH,1.4067E+12,1,,1.40791E+12,OREGON GULCH,35111.24609,,,2014,45,"71=19510.9529411765, 90=0.8901960784313725, 21=222.21176470588222, 43=834.0039215686276, 42=66010.3411764704, 82=111.84313725490198, 41=577.3960784313726, 22=17.40392156862745, 52=70337.36078431351, 95=115.0, 11=10.13725490196078, 31=129.0",
0000c1f19090769350f9,USF,1.50235E+12,1,,1.51557E+12,ABNEY,32893.26172,,,2017,48,"71=1131.3568627450982, 90=92.99607843137255, 21=1737.560784313724, 43=4833.752941176469, 42=124106.3254901951, 23=0.29411764705882354, 41=1594.003921568627, 52=14385.113725490197, 11=10.35686274509804, 31=7.470588235294116",
0000a42bdc823a67cbdd,USF,1.34415E+12,1,,1.34907E+12,GOFF,22266.94531,,,2012,43,"71=1932.219607843137, 24=0.6235294117647059, 90=53.7686274509804, 22=7.976470588235296, 23=19.552941176470586, 21=418.13725490196066, 42=56843.94901960794, 41=3902.0392156862745, 43=6256.533333333333, 11=12.0, 52=30669.745098039235",
00005fc2af26d3b5a83a,USFS,,0,,,Natchez,38657.99845,N,Infrared Image,2018,49,"71=506.7686274509804, 90=5.0, 21=3084.0745098039215, 43=5566.345098039215, 42=118718.12549019599, 41=1791.1490196078428, 22=28.0, 52=43808.48235294127, 11=101.0, 31=206.49411764705883",
0000d7e637f15143746f,USF,1.43833E+12,1,,1.44627E+12,BEAR,11616.88086,,,2015,46,"71=90.08235294117648, 21=642.7803921568625, 43=2175.9607843137255, 42=45815.41568627412, 41=444.03137254901947, 52=3029.996078431373, 11=3.0705882352941174, 31=30.0",
00006a1d4b93116ec6b6,USF,1.50243E+12,1,,1.50762E+12,OAK,91125.32813,,,2017,48,"71=559.4549019607844, 90=17.0, 95=5.0, 31=112.76862745098039, 11=70.14117647058823, 43=15310.48235294117, 41=6787.650980392157, 42=299957.090196076, 22=85.79607843137256, 21=4206.086274509801, 52=82624.0823529409",
0000ff3f2fb8ea7f7867,USF,1.18405E+12,1,,1.19693E+12,KING CREEK,10477.37891,,,2007,38,"71=11.0, 21=971.8117647058818, 42=39564.34901960777, 41=867.2392156862747, 43=1587.525490196078, 11=90.77647058823536, 52=4018.1254901960765",
00006998be439c38c41a,USF,1.21403E+12,1,,1.2168E+12,DARK,10389.6416,,,2008,39,"71=191.7254901960784, 21=598.7411764705877, 43=2198.003921568628, 42=26300.521568627548, 41=1748.2235294117643, 22=16.172549019607843, 52=15650.121568627485, 31=14.0",
00009bbe2a989cb4833e,USF,1.21395E+12,1,,1.22302E+12,MILL,65882.03906,,,2008,39,"71=514.8509803921569, 24=8.0, 90=5.0, 23=14.0, 21=5873.874509803921, 43=9524.670588235296, 42=241894.88627450902, 41=2767.4196078431373, 22=43.66274509803922, 52=35417.72941176475, 11=6.588235294117646, 31=159.09803921568624",
000064786df6a91dae46,USF,1.43841E+12,1,,1.44627E+12,PEAK,11524.46484,,,2015,46,"71=28.0, 21=399.4235294117648, 43=1329.5372549019612, 42=45093.94509803891, 41=604.1098039215689, 22=7.0, 52=4342.643137254903, 11=6.0, 31=22.713725490196076",
00005285e6d1d929a67c,USF,1.21403E+12,1,,1.22302E+12,BLUE 2,17552.39453,,,2008,39,"71=32.60392156862745, 31=37.67843137254903, 41=456.9764705882353, 23=3.1843137254901963, 42=68348.74117647023, 43=1612.9333333333334, 21=462.62352941176414, 52=7966.678431372549",
00007938d655fd762d2d,USF,1.37612E+12,1,,1.3807E+12,CORRAL,12541.41504,,,2013,44,"71=709.7411764705882, 90=117.4470588235294, 31=8.0, 11=5.0, 95=72.0, 42=29024.14509803953, 41=40.733333333333334, 43=1528.8156862745102, 21=25.811764705882354, 52=24861.945098039323",
00002c0110300bf7c3da,USF,1.37525E+12,7,,1.38061E+12,BUTLER,22444.86133,,,2013,44,"71=60.325490196078434, 22=0.3254901960784314, 11=36.69411764705882, 52=6488.694117647062, 41=5852.192156862746, 42=80081.33333333359, 43=7332.450980392158, 21=1023.9450980392154, 31=47.725490196078425",
000093c2184eb84b10ad,USF,1.21403E+12,1,,1.22302E+12,JAKE,38416.58203,,,2008,39,"71=2621.858823529412, 24=0.10980392156862745, 22=2.3921568627450975, 23=5.172549019607843, 21=818.4431372549018, 43=10584.909803921568, 42=129967.53333333292, 41=6405.274509803921, 52=21975.713725490223, 11=169.8392156862745, 31=188.38431372549013",
0000e6b3e0e7a1e4da5d,USF,1.37525E+12,7,,1.37741E+12,SALMON COMPLEX,14785.87598,,,2013,44,"71=1641.5999999999997, 43=4088.0470588235294, 42=38235.18039215694, 41=2198.835294117647, 22=0.18823529411764706, 21=1092.945098039216, 52=19227.254901960838",
0000a457a5eb1a67ae4e,USF,1.15372E+12,1,,1.16115E+12,SOMES,15506.20117,,,2006,37,"71=0.01568627450980392, 24=0.06274509803921569, 21=1038.627450980392, 43=1707.2078431372543, 42=65056.737254901745, 23=55.1529411764706, 41=750.3019607843136, 22=6.415686274509804, 52=1071.9803921568628, 11=19.97647058823529, 31=15.819607843137254",
00002f43dcf7d7bf83d1,USF,1.50235E+12,1,,1.50814E+12,HAYPRESS,21317.93164,,,2017,48,"71=498.2196078431372, 52=1489.239215686274, 41=225.54117647058825, 42=88222.03921568545, 43=2897.8901960784315, 21=2510.560784313725, 31=7.0",
000033352263ad2ee969,USF,1.15372E+12,1,,1.1634E+12,HANCOCK,21866.13086,,,2006,37,"71=2595.482352941176, 90=0.1568627450980392, 21=10.686274509803921, 43=3200.635294117647, 42=86395.05882352844, 41=892.8117647058821, 52=5137.301960784315, 11=25.258823529411764, 31=66.82352941176471",
0000a9e3f27672044e33,USF,1.21403E+12,1,,1.22302E+12,HAYPRESS,13664.68262,,,2008,39,"71=388.05882352941165, 21=484.33725490196036, 42=56901.42352941148, 41=456.43137254901956, 43=2184.407843137255, 52=1015.1254901960777, 31=7.0",
0000deda0cd048708316,USF,1.4067E+12,1,,1.41163E+12,WHITES,33794.4375,,,2014,45,"71=2695.93725490196, 90=435.76470588235276, 21=2433.5450980392147, 43=6855.258823529412, 42=120624.70980392113, 41=1073.8823529411764, 52=17244.17254901961, 11=151.3019607843137, 95=21.0, 31=419.81176470588224",
0000cccba0a56a0c5d9c,USF,1.21403E+12,1,,1.22941E+12,CARIBOU,13126.68359,,,2008,39,"71=202.16470588235293, 90=29.337254901960787, 21=217.70980392156864, 43=955.9411764705883, 42=52574.14901960746, 41=113.10980392156863, 52=4793.517647058824, 11=0.40784313725490196, 31=136.06274509803922",
00003e7a91536d147c58,USF,1.15364E+12,1,,1.16487E+12,BAKE-OVEN,65050.05078,,,2006,37,"71=2663.827450980393, 24=32.0, 21=672.4745098039217, 43=8614.160784313724, 42=232183.85098039132, 41=3621.9450980392157, 23=27.0, 22=5.0, 52=44475.098039215794, 11=0.01568627450980392, 31=194.13333333333333",
0000033bc414bb4a2db0,USF,1.43824E+12,1,,1.43902E+12,HAPPY,68095.24219,,,2015,46,"71=549.9803921568626, 31=12.0, 11=31.0, 41=3778.8274509803923, 23=2.8549019607843134, 42=248345.82745097933, 43=6334.454901960785, 21=5581.403921568631, 52=41555.07450980392",
0000bcc0ad4a54134322,USF,1.15718E+12,9,,1.16046E+12,PIGEON,35093.76563,,,2006,37,"71=1395.427450980392, 21=827.8000000000001, 43=3095.254901960783, 42=109304.47450980358, 41=3199.3058823529414, 23=25.0, 22=6.0, 52=39761.87058823532, 11=45.015686274509804, 31=131.0",
000087e28ffd13d5b02d,USF,1.21403E+12,1,,1.21749E+12,BUCKHORN,29814.30859,,,2008,39,"71=296.6705882352941, 22=5.376470588235295, 23=7.031372549019608, 21=902.7254901960781, 42=113094.6274509793, 41=3655.678431372549, 43=2294.8039215686276, 52=13772.843137254895, 31=24.63921568627451",
00006c86a0703ed3cc38,USFS,,0,,,CARR,229651.3995,N,Mixed Methods,2018,49,"52=280774.70980392036, 11=1391.6117647058811, 95=240.27843137254902, 31=4619.768627450979, 71=29273.61176470593, 24=76.60392156862746, 90=929.788235294117, 43=102700.70980392105, 42=485372.41176470486, 23=762.596078431372, 41=93197.05098039212, 22=2826.670588235294, 21=30456.968627451115",
0000f7df8f35f31f221b,USF,1.50408E+12,9,,1.51065E+12,HELENA,18493.70703,,,2017,48,"71=1014.349019607843, 90=13.0, 31=136.25882352941176, 22=63.886274509803926, 23=2.372549019607843, 21=2759.2588235294115, 42=46906.584313725245, 41=2219.7333333333336, 43=3191.4352941176467, 11=296.87450980392157, 52=26549.968627451035",
0000cce9c9c0b74282d9,USF,1.21403E+12,1,,1.2231E+12,EAGLE,32023.89453,,,2008,39,"71=652.5098039215686, 31=45.07058823529412, 11=308.54509803921553, 22=37.32549019607843, 41=2278.6549019607837, 23=3.015686274509804, 42=123597.42745098006, 43=1899.6392156862744, 21=3196.6627450980372, 52=11970.443137254915",
000072900d8b4b3fe539,CDF,1.09247E+12,14,,1.09264E+12,FRENCH,12675.35059,,,2004,35,"71=4179.901960784315, 24=7.0, 90=208.32549019607845, 21=2537.396078431373, 43=3830.247058823529, 41=9900.341176470592, 23=39.0, 42=15567.86666666669, 22=139.7137254901961, 31=2154.505882352941, 52=18432.7490196079",
000089c53fcb14b9e1c9,USF,1.21395E+12,1,,,SHU LIGHTNING-MOTION FIRE,28329.74023,,,2008,39,"71=3536.2941176470586, 90=41.69411764705883, 21=3204.109803921568, 43=17038.952941176518, 41=11388.101960784314, 42=45634.6588235293, 22=193.20000000000013, 52=45857.882352940935, 11=108.84313725490198, 95=31.447058823529414, 31=345.74901960784314",
0000e8fbb681eddb9ef3,CDF,1.09221E+12,2,,1.09437E+12,BEAR,10441.7207,,,2004,35,"71=23400.576470588272, 90=12.968627450980392, 81=59.5529411764706, 21=421.25490196078414, 82=104.0, 43=30.607843137254903, 42=6700.768627450981, 41=670.1098039215683, 22=181.58039215686276, 11=138.30588235294138, 52=15231.564705882372",
0000475fa9868f6dc730,CDF,1.34527E+12,1,,1.35003E+12,PONDEROSA,27670.37891,,,2012,43,"71=13668.427450980424, 21=1506.4784313725493, 43=275.5450980392157, 82=7.909803921568628, 42=69574.43921568601, 41=1129.921568627451, 22=63.3686274509804, 95=338.43529411764706, 11=55.0, 52=37796.5333333333",
00008276962c9bc4bc45,USF,1.21395E+12,1,,,SHU LIGHTNING-MOON FIRE,35312.21875,,,2008,39,"71=9966.627450980393, 90=75.82745098039216, 95=7.0, 31=799.8666666666667, 21=1287.6117647058816, 41=9764.913725490194, 42=77800.73725490195, 43=8243.87450980392, 11=139.1686274509804, 52=50690.95294117643",
00009eab1aaca0198b1e,CDF,1.40506E+12,10,,1.4061E+12,BULLY,12658.74121,,,2014,45,"71=392.23137254901957, 21=1609.5999999999995, 42=13062.250980392171, 41=7140.619607843138, 43=6197.058823529415, 52=28373.46666666675, 31=149.06274509803922",
0000f71a9830bad9e285,USF,1.21395E+12,1,,,SHU LIGHTNING-DEERLICK FIRE,12976.93262,,,2008,39,"71=960.6156862745098, 21=901.1294117647057, 42=13116.86274509807, 41=10216.592156862771, 43=6926.682352941172, 52=25869.419607843338, 31=354.8705882352941",
0000dc725ae2d1553d44,USF,1.43824E+12,1,,1.44619E+12,SHEILL,15390.64844,,,2015,46,"71=44.7764705882353, 31=14.48235294117647, 41=446.4078431372549, 23=9.0, 42=50301.52156862723, 43=1313.18431372549, 21=1318.4784313725497, 52=15756.164705882387",
000042be5e9728715955,USF,1.21403E+12,1,,1.2155E+12,NOBLE,12984.69922,,,2008,39,"71=1205.1607843137251, 24=5.0, 21=2628.5843137254883, 43=6416.019607843135, 42=9876.258823529446, 23=9.0, 41=5011.196078431371, 22=21.482352941176472, 52=33206.06274509821, 31=5.0",
00003dedcabb029573ea,USF,1.21403E+12,1,,1.21947E+12,IRON,30660.01758,,,2008,39,"71=3767.8117647058816, 21=224.43921568627454, 43=5717.64705882353, 42=78101.49803921585, 41=1987.0392156862738, 52=47955.73333333334, 11=6.831372549019608, 31=95.9843137254902",
0000c383c56528bffe78,USF,1.5052E+12,1,,1.50935E+12,BUCK,13357.28223,,,2017,48,"71=5534.168627450976, 11=14.0, 52=13930.729411764742, 42=38800.48627450992, 41=288.4980392156863, 43=559.9137254901959, 21=915.5490196078428, 31=18.686274509803923",
00000886184cecf5f39b,USF,1.21412E+12,1,,1.21438E+12,VINEGAR,14544.00391,,,2008,39,"71=256.98039215686276, 43=829.1607843137256, 42=45636.48235294138, 41=41.99607843137255, 52=18504.043137254936, 11=23.450980392156865, 31=99.60784313725492",
0000b1baaea32684f790,USF,1.21403E+12,1,,1.22717E+12,YELLOW,31932.86914,,,2008,39,"71=708.929411764706, 21=71.30980392156863, 43=1241.0823529411766, 42=103455.65490196024, 41=524.2156862745098, 52=37476.79607843142, 11=35.654901960784315, 31=72.0",
000019dc85ac3ab82b49,USF,1.34E+12,1,,1.34873E+12,NORTH PASS,41812.51953,,,2012,43,"71=4195.878431372551, 21=4518.823529411762, 43=7202.541176470589, 42=123905.70980392104, 41=5888.360784313727, 22=7.274509803921568, 52=41090.60392156864, 11=666.3019607843136, 31=537.0549019607843",
0000f25c4d85a5cb83b9,USF,1.43824E+12,1,,1.44109E+12,PICKETT,11012.80273,,,2015,46,"71=1126.5176470588235, 90=0.10980392156862745, 22=10.945098039215686, 23=4.309803921568627, 21=1585.1568627450974, 42=34882.333333333416, 41=2585.0509803921577, 43=1425.635294117647, 11=10.196078431372547, 52=7886.011764705883",
