system:index,AGENCY,ALARM_DATE,CAUSE,COMMENTS,CONT_DATE,C_METHOD,DtCrrnt,FID_joined,FIRE_NAME,FIRE_NUM,GISAcrs,GIS_ACRES,INC_NUM,OBJECTI,OBJECTIVE,REPORT_AC,STATE,Shape_Area,Shape_Leng,UNIT_ID,YEAR_,YEAR_num,histogram,source,.geo
0000000000000000043c,,,0,,,0,2020-09-20 16:35:08,67,AUGUST COMPLEX SOUTH ZONE,,486220.341986,0.0,,129,0,0.0,,0.206837370224,4.14384300884,,,0,"{33=527.6470588235294, 91=1.0, 51=418630.13333333336, 92=3.4823529411764707, 11=1677.8313725490198, 31=9289.396078431371, 71=320301.2549019608, 23=2.0, 41=145936.61568627448, 81=3397.623529411765, 42=1154475.2392156862, 43=131984.15294117646, 21=19.490196078431374}",NIFSactive,
0000000000000000043d,,,0,,,0,2020-09-20 21:54:36,68,BOBCAT,,105343.736631,0.0,,130,0,0.0,,0.041719466862,3.08789475218,,,0,"{91=160.41960784313727, 51=237308.59607843097, 12=9.0, 92=21.0, 11=49.25490196078431, 31=7948.133333333333, 71=55964.97254901961, 61=86.24705882352941, 22=5.0, 42=149139.1490196078, 82=325.921568627451, 83=87.3294117647059, 84=38.96078431372549, 85=15.086274509803921, 81=1128.7882352941176, 23=216.14901960784312, 41=1865.3921568627452, 43=18412.976470588244, 21=385.4156862745099}",NIFSactive,
0000000000000000043e,,,0,,,0,2020-09-21 03:22:43,69,AUGUST COMPLEX WEST ZONE,,92059.0843534,0.0,,131,0,0.0,,0.0391293355772,4.162102189,,,0,"{71=96453.95686274517, 51=117543.49803921576, 81=0.25882352941176473, 41=20420.20784313725, 42=153444.5019607845, 43=24924.886274509794, 11=288.4196078431372, 31=853.1568627450981}",NIFSactive,
0000000000000000043f,,,0,,,0,2020-09-21 04:37:35,70,FOX,,2030.10357497,0.0,,132,0,0.0,,8.82445791416E-4,0.27364129278,,,0,"{71=270.28235294117644, 51=123.13333333333335, 42=8644.39215686274, 41=18.011764705882353, 43=63.31764705882353, 11=0.33725490196078434, 31=8.0}",NIFSactive,
00000000000000000440,,,0,,,0,2020-09-21 11:28:18,71,CASTLE,,138683.314231,0.0,,133,0,0.0,,0.0561786583859,5.44224106948,,,0,"{91=1741.5686274509803, 51=118542.24705882359, 92=32.0, 11=78.15294117647058, 31=3525.658823529412, 71=35075.13333333335, 61=2.0, 23=1.0, 85=8.133333333333333, 83=12.0, 82=53.65098039215687, 41=7797.894117647059, 81=379.0588235294118, 42=430254.745098039, 43=25392.78039215687, 21=40.937254901960785}",NIFSactive,
00000000000000000441,,,0,,,0,2020-09-21 05:55:43,72,SHOTGUN,,833.603138319,0.0,,134,0,0.0,,3.38683875741E-4,0.199071421356,,,0,"{71=84.91372549019607, 91=5.0, 82=0.10196078431372549, 51=628.0549019607842, 42=2922.984313725489, 41=5.670588235294117, 43=69.86274509803921, 11=0.2823529411764706, 31=30.98823529411765}",NIFSactive,
00000000000000000442,,,0,,,0,2020-09-21 07:52:06,73,BLUEJAY,,4443.29452888,0.0,,135,0,0.0,,0.00184032219148,0.402330569979,,,0,"{71=837.9137254901962, 51=3837.160784313726, 42=14337.686274509808, 41=46.858823529411765, 43=146.29411764705884, 11=1.0, 31=771.3882352941174}",NIFSactive,
00000000000000000443,,,0,,,0,2020-09-21 10:15:03,74,CREEK,,277183.989666,0.0,,136,0,0.0,,0.11400018824,5.35272655071,,,0,"{33=104.10980392156863, 71=55509.1921568627, 23=29.0, 51=214887.84313725503, 21=1700.9294117647055, 42=914815.5058823513, 41=12477.211764705884, 43=38106.549019607846, 11=4901.796078431364, 31=3809.8823529411775}",NIFSactive,
00000000000000000444,,,0,,,0,2019-10-08 10:26:21,81,BRICEBURG,,1055.97393358,0.0,,24,0,0.0,,4.36019296299E-4,0.133203278822,,,0,"{51=1857.235294117647, 71=20.36470588235294, 42=2356.423529411765, 41=43.84313725490196, 43=465.04705882352937, 11=4.556862745098039}",NIFSarchive,
00000000000000000445,,,0,,,0,2020-07-10 13:29:52,82,INDIA,,959.28507844,0.0,,120,0,0.0,,3.76053486341E-4,0.1322206522,,,0,"{71=448.8470588235293, 51=3328.9607843137264, 82=1.3019607843137255, 42=428.0470588235294, 41=86.7294117647059, 43=9.0, 11=2.0, 31=8.007843137254902}",NIFSarchive,
00000000000000000446,,,0,,,0,2020-07-30 16:58:53,84,KINCADE,,8.52947054,0.0,,150,0,0.0,,3.56823309385E-6,0.0108644240141,,,0,"{61=5.0, 51=11.690196078431374, 71=16.258823529411764, 81=0.49411764705882355, 43=4.8235294117647065}",NIFSarchive,
