system:index,AGENCY,ALARM_DATE,CAUSE,COMMENTS,CONT_DATE,C_METHOD,DtCrrnt,FID_joined,FIRE_NAME,FIRE_NUM,GISAcrs,GIS_ACRES,INC_NUM,OBJECTI,OBJECTIVE,REPORT_AC,STATE,Shape_Area,Shape_Leng,UNIT_ID,YEAR_,YEAR_num,histogram,source,.geo
0000000000000000028a,CDF,1444719600000,2,,1444719600000,1,,0,MERIDIAN,,0.0,901.986,014554,0,1,860.0,CA,3650208.83029,14412.2749012,BTU,2015,2015,"{71=3942.1686274509807, 82=15.274509803921568, 23=1.776470588235294, 21=50.12549019607843, 22=11.466666666666667, 95=5.525490196078431, 52=29.0}",,
00000000000000000224,FWS,1369551600000,14,Previous year HH1X  UNIT ID: LUR,1369724400000,1,,0,FREMONT,,0.0,431.199,,0,0,432.0,CA,1744998.96951,5997.26099548,LUR,2013,2013,"{21=25.92941176470588, 71=152.51372549019607, 23=1.5607843137254902, 22=14.423529411764706, 95=1725.1137254901948, 11=19.07843137254902}",,
000000000000000001e4,LRA,1362038400000,14,,1362211200000,1,,0,JURUPA,,0.0,362.238,00022083,0,1,300.0,CA,1465924.22417,5889.53919847,RRU,2013,2013,"{71=4.8313725490196076, 90=218.23137254901962, 21=31.690196078431377, 81=150.2549019607843, 23=1.0, 22=20.568627450980387, 95=1201.2078431372554, 11=0.7647058823529411}",,
00000000000000000204,LRA,1410764400000,7,City of Weed,1411196400000,1,,0,BOLES,,0.0,516.293,007064,0,1,494.789,CA,2089362.90452,17161.1397886,WED,2014,2014,"{95=11.0, 52=414.7921568627451, 71=248.49411764705886, 24=41.86274509803921, 90=41.0, 22=426.1333333333332, 42=586.6509803921571, 82=9.615686274509802, 81=94.25882352941179, 23=210.2588235294118, 41=17.42745098039216, 43=6.0, 21=213.4509803921569}",,
00000000000000000223,LRA,1400050800000,14,<Null>,1400828400000,1,,0,COCOS,,0.0,1994.79,010212,0,1,2000.0,CA,8072617.36433,30297.9252983,MVU,2014,2014,"{52=6413.525490196083, 11=18.0, 95=9.529411764705882, 31=2.67843137254902, 71=357.83921568627443, 24=1.2784313725490195, 90=56.035294117647055, 22=359.3411764705882, 23=69.49411764705883, 81=302.4274509803921, 42=5.0, 43=2.0, 21=1371.6705882352926}",,
00000000000000000228,LRA,1399964400000,2,<Null>,1400396400000,1,,0,BERNARDO,,0.0,1331.43,010055,0,1,1548.0,CA,5388088.93044,23687.643963,MVU,2014,2014,"{71=2429.1999999999994, 90=116.03529411764706, 21=1303.050980392156, 23=38.313725490196084, 22=617.0705882352943, 52=1367.819607843136, 95=13.0, 31=101.72549019607841}",,
00000000000000000229,LRA,1400050800000,14,<Null>,1400396400000,1,,0,POINSETTIA,,0.0,376.94,010165,0,1,600.0,CA,1525422.83124,15678.6109913,MVU,2014,2014,"{71=262.4, 23=118.45098039215699, 24=18.87843137254902, 22=255.24313725490197, 21=311.93725490196067, 52=727.2549019607845}",,
00000000000000000268,NPS,1377241200000,1,2013-CAKNP-113,1383811200000,1,,0,WINDY PEAK,,0.0,681.379,00000113,0,1,0.0,CA,2757441.32815,8762.53082315,KNP,2013,2013,"{43=10.0, 42=551.427450980392, 41=8.996078431372549, 90=4.752941176470588, 52=2488.3294117647065}",,
00000000000000000269,NPS,1437030000000,1,Managed Lightning Ignited,1411801200000,1,,0,DARK HOLE,57,0.0,1076.48,57,0,0,1076.47924805,CA,4356356.75626,11777.7455061,YNP,2014,2014,"{71=6.0, 42=3831.4078431372545, 52=995.3333333333329, 31=7.0}",,
0000000000000000026a,NPS,1406358000000,14,Suppressed Human Caused,1416470400000,1,,0,EL PORTAL,83,0.0,4744.62,83,0,0,4744.61669922,CA,1.92007826824E7,26130.1882387,YNP,2014,2014,"{71=200.4039215686274, 42=17594.898039215685, 23=1.0, 41=4.0, 22=4.0, 21=213.05098039215687, 52=3315.7098039215666}",,
0000000000000000026b,NPS,1405839600000,1,Suppressed Lightning Ignited,1415001600000,1,,0,MEADOW,101,0.0,4774.47,101,0,0,4774.46972656,CA,1.93215932253E7,35717.0568101,YNP,2014,2014,"{71=43.94509803921569, 90=53.0, 31=706.5215686274511, 11=15.0, 42=11758.54901960783, 41=52.0, 43=1.0, 95=7.0, 52=8830.235294117641}",,
0000000000000000026c,NPS,1412665200000,14,Suppressed Human Caused,1414911600000,1,,0,DOG ROCK,124,0.0,312.289,124,0,0,312.289428711,CA,1263790.43005,5553.58018367,YNP,2014,2014,"{23=0.1568627450980392, 42=102.49411764705883, 22=5.678431372549019, 21=35.40392156862745, 52=1260.3058823529411}",,
0000000000000000028d,NPS,1436425200000,1,Suppressed Human Caused,1442300400000,1,,0,TENAYA,123,0.0,408.915,000123,0,1,0.0,CA,1654819.57153,9481.84820055,YNP,2015,2015,"{42=1771.4470588235295, 52=66.82352941176471}",,
0000000000000000028e,NPS,1437980400000,1,Managed Lightning Ignited,1446969600000,1,,0,MIDDLE,78,0.0,324.768,000078,0,1,0.0,CA,1314291.03766,5953.79057344,YNP,2015,2015,"{42=1428.7529411764704, 52=31.431372549019606}",,
000000000000000001c4,USF,1369897200000,9,Contract County #129377,1387353600000,1,,0,POWERHOUSE,,0.0,30267.7,00002297,0,1,30268.0,CA,1.22489001622E8,119536.890476,ANF,2013,2013,"{31=272.0, 95=142.18823529411765, 11=232.62745098039215, 52=8311.313725490192, 71=120589.85882352947, 24=1.9411764705882353, 90=630.443137254902, 82=43.37647058823529, 23=36.898039215686275, 81=12.909803921568628, 43=1018.9411764705878, 42=1026.141176470588, 22=335.0901960784313, 21=3439.8705882352956}",,
000000000000000001f2,USF,1375081200000,7,,1375426800000,1,,0,DANCE,,0.0,576.687,00000022,0,1,577.0,CA,2333769.02925,10755.1245263,SRF,2013,2013,"{71=354.36862745098034, 24=10.866666666666667, 21=333.1607843137255, 43=180.36078431372547, 42=886.5058823529413, 23=25.87450980392157, 81=1.0745098039215686, 41=133.02745098039216, 22=79.6078431372549, 52=571.1411764705882, 31=16.72941176470588}",,
0000000000000000020e,USF,1388649600000,4,<Null>,1389340800000,1,,0,CAMPBELL,,0.0,864.947,000027,0,1,865.0,CA,3500315.66754,12197.11182,LNF,2014,2014,"{71=48.239215686274534, 42=2672.7647058823527, 41=165.41960784313727, 43=84.10588235294118, 52=918.1686274509806}",,
00000000000000000211,USF,1404198000000,1,<Null>,1404284400000,1,,0,DOBIE,,0.0,456.01,000332,0,1,456.0,CA,1845407.13582,10374.5983893,MDF,2014,2014,"{71=1676.2705882352946, 52=373.80000000000007}",,
00000000000000000212,USF,1404198000000,1,<Null>,1408518000000,1,,0,DALTON,,0.0,641.467,000347,0,1,641.0,CA,2595924.75038,18759.9120066,MDF,2014,2014,"{42=27.133333333333333, 71=2769.22745098039, 52=87.38039215686275}",,
00000000000000000213,USF,1404370800000,6,Merged with GULCH2 #0358,1406876400000,1,,0,GULCH,,0.0,1397.35,000357,0,1,1396.0,CA,5654870.19085,19888.0967823,MDF,2014,2014,"{71=687.5921568627452, 21=33.35686274509804, 22=2.784313725490196, 42=779.1921568627449, 52=4712.521568627446, 11=6.0, 31=61.0}",,
000000000000000005e9,USF,1398841200000,9,,,1,,0,ETIWANDA,,0.0,2141.84,00006646,0,1,2190.0,CA,8667722.12236,22002.1592356,BDF,2014,2014,"{52=5054.592156862741, 95=29.0, 11=24.0, 31=21.0, 71=5.0, 24=5.0, 90=3307.6549019607837, 43=5.780392156862745, 42=4.415686274509804, 23=56.50980392156863, 41=12.0, 22=661.2549019607847, 21=443.52549019607835}",,
000000000000000001ce,BLM,1372662000000,14,carson city district is where it started,1373007600000,2,,0,RED ROCK,,0.0,5365.24,00030217,0,1,0.0,CA,2148482.82293,6410.25085318,CCD,2013,2013,"{21=64.79607843137255, 71=2307.411764705881, 52=14.784313725490195}",,
00000000000000000286,BLM,1438585200000,2,FIMT,1439794800000,2,,0,DODGE,,0.0,10517.5,003806,0,1,10570.0,CA,4.25628809237E7,66614.2176752,NOD,2015,2015,"{71=76.97254901960784, 90=23.337254901960783, 42=4051.8745098039217, 41=17.0, 43=486.01960784313724, 95=1.0, 52=42633.68235294117}",,
000000000000000001fd,CCO,1408345200000,14,COUNTY #1427597 fed # 003148,1408690800000,2,,0,WAY,,0.0,3882.42,027597,0,1,0.0,CA,1.57116020244E7,22082.5888775,KRN,2014,2014,"{71=1196.1647058823532, 42=539.4666666666667, 23=1.0, 41=1.0, 22=10.976470588235294, 21=146.97254901960778, 52=15561.156862745087}",,
000000000000000001c9,CDF,1372402800000,7,Yucaipa Area- Crafton's,1372489200000,2,,0,MILL,,0.0,534.263,00007912,0,1,534.0,CA,2162084.85042,9685.49800353,BDU,2013,2013,"{71=115.91764705882353, 81=53.72941176470589, 23=8.8078431372549, 21=90.30980392156863, 22=84.9058823529412, 52=2047.6431372549014, 31=0.5019607843137255}",,
000000000000000001ca,CDF,1361692800000,14,Lone Pine Area,1362124800000,2,,0,RIVER,,0.0,406.841,00002372,0,1,406.0,CA,1646428.97799,6528.99034335,BDU,2013,2013,"{71=57.443137254901956, 90=79.09411764705882, 21=54.43529411764706, 22=18.63137254901961, 52=1290.321568627451, 95=196.04313725490195, 31=133.43921568627457}",,
000000000000000001cb,CDF,1367564400000,2,Mower,1367564400000,2,,0,TRES PINOS,,0.0,353.494,00002109,0,1,354.0,CA,1430539.94381,9810.14657583,BEU,2013,2013,"{21=17.984313725490193, 71=1565.9294117647046, 52=5.333333333333333}",,
000000000000000001cc,CDF,1367391600000,9,,1386576000000,2,,0,PANTHER,,0.0,6896.2,00005648,0,1,6896.0,CA,2.79079243991E7,37017.5950766,BTU,2013,2013,"{71=16770.482352941177, 31=0.8431372549019608, 42=8818.21568627451, 41=9.0, 22=38.345098039215685, 21=901.1686274509804, 52=4469.047058823529}",,
000000000000000001d7,CDF,1385107200000,14,,1385539200000,2,,0,MCCABE,,0.0,3506.43,00010188,0,1,3505.0,CA,1.41899995573E7,34953.1488203,LNU,2013,2013,"{71=7209.164705882356, 21=426.435294117647, 43=1085.6196078431371, 42=2818.5294117647027, 22=19.509803921568626, 23=3.003921568627451, 41=37.43921568627451, 52=4158.4431372549, 11=1.0, 31=6.0}",,
000000000000000001e6,CDF,1367391600000,14,,1367650800000,2,,0,SUMMIT,,0.0,3166.08,00044298,0,1,2956.0,CA,1.28126666886E7,20737.4392761,RRU,2013,2013,"{71=12402.545098039207, 11=1.0, 22=24.662745098039213, 81=590.5843137254902, 23=1.0, 42=137.1529411764706, 43=17.992156862745098, 21=431.16470588235296, 52=629.3803921568626}",,
000000000000000001ff,CDF,1406703600000,1,,1411023600000,2,,0,LODGE,,0.0,12533.2,007202,0,1,12536.0,CA,5.07199933135E7,42710.4864403,MEU,2014,2014,"{71=131.4392156862745, 90=21.0, 21=2220.2901960784297, 43=126.95294117647059, 42=51971.54509803919, 41=388.90588235294115, 22=9.0, 11=70.47843137254903, 95=1.0, 52=1413.2588235294118}",,
00000000000000000200,CDF,1410591600000,2,,1412233200000,2,,0,BLACK,,0.0,403.207,008882,0,1,403.0,CA,1631719.27138,7845.59729948,MEU,2014,2014,"{71=164.1333333333333, 43=247.87058823529412, 42=71.23529411764704, 41=21.03921568627451, 22=0.4784313725490196, 21=145.05490196078432, 52=1162.6784313725484}",,
0000000000000000020a,CDF,1407567600000,14,,1407567600000,2,,0,31,,0.0,367.99,006737,0,1,0.0,CA,1489203.01564,5898.95982562,LNU,2014,2014,"{71=1507.7960784313734, 52=146.8}",,
00000000000000000271,CDF,1423296000000,9,,1423468800000,2,,0,ROUND,,0.0,6537.52,001662,0,1,7000.0,CA,2.64563989481E7,29215.2629682,BDU,2015,2015,"{71=1254.6000000000001, 81=514.7058823529412, 42=49.63529411764706, 90=285.63137254901966, 95=118.0, 52=27172.419607843145}",,
000000000000000001c5,USF,1376895600000,1,was remapped 9/14 by Dist. For. Lauren Blake,1383030000000,2,,0,GOBBLERS,00000097,0.0,406.695,0011417,0,1,413.0,CA,1645834.81092,7188.30626807,BDF,2013,2013,"{43=16.49411764705882, 42=1383.294117647059, 90=4.568627450980392, 52=424.0901960784315}",,
000000000000000001cf,USF,1375686000000,9,"CAL FIRE#002512 origin outside of perimeter, sparks of burning structure caused",1376463600000,2,,0,FALLS,,0.0,1384.33,00000047,0,1,1383.25,CA,5602170.64431,17081.3180615,CNF,2013,2013,"{71=5774.364705882361, 21=267.05490196078426, 22=23.36862745098039, 42=2.32156862745098, 81=2.549019607843137, 23=4.015686274509804, 41=3.176470588235294, 43=1.0, 11=1.0, 52=145.18039215686287}",,
000000000000000001d0,USF,1373266800000,9,,1373526000000,2,,0,KYBURZ,,0.0,570.866,0000016,0,1,572.0,CA,2310210.76868,11230.0681363,ENF,2013,2013,"{71=333.73725490196074, 43=36.55294117647059, 42=471.9764705882351, 22=0.22745098039215686, 21=3.2784313725490195, 52=1720.737254901961}",,
000000000000000001ea,USF,1374476400000,1,,1378623600000,2,,0,ASPEN,,0.0,22937.5,00000010,0,1,22992.0,CA,9.28248570258E7,76274.4380031,SNF,2013,2013,"{71=41522.72549019606, 90=8.239215686274509, 31=1.1764705882352942, 41=5.0, 22=2.9372549019607845, 95=3.5058823529411764, 42=54945.67843137256, 11=39.10588235294115, 21=1.2509803921568627, 52=6606.231372549008}",,
00000000000000000279,USF,1441177200000,2,3 Million (Cost),1441695600000,2,,0,ELK,,0.0,670.209,008268,0,1,700.0,CA,2712238.05948,10038.6016424,LNU,2015,2015,"{71=29.63921568627451, 90=1.3058823529411765, 21=73.32549019607843, 42=421.3921568627452, 43=19.19607843137255, 52=2462.2235294117672, 31=6.105882352941176}",,
00000000000000000209,CDF,1404457200000,14,,1405148400000,3,,0,MONTICELLO,,0.0,6599.39,005465,0,1,0.0,CA,2.67067720793E7,29922.0662761,LNU,2014,2014,"{71=8443.580392156866, 21=86.03529411764706, 43=905.8431372549018, 42=1913.1725490196077, 23=0.6392156862745098, 41=38.44313725490196, 22=6.513725490196078, 95=0.023529411764705882, 52=18278.66666666667}",,
00000000000000000276,CDF,1439103600000,14,$25 Million (Cost),1440399600000,3,,0,JERUSALEM,,0.0,25118.4,007410,0,1,25118.0,CA,1.01650468761E8,74504.5256296,LNU,2015,2015,"{71=30098.82745098039, 24=3.0, 90=13.0, 95=6.0, 21=1314.1019607843139, 43=2839.274509803922, 23=20.35686274509804, 42=3710.98431372549, 22=180.05098039215684, 11=25.976470588235294, 52=74730.43921568627}",,
00000000000000000277,CDF,1437548400000,10,"$21,655,000.00 Million (Cost)",1438758000000,3,,0,WRAGG,,0.0,8049.33,006678,0,1,8051.0,CA,3.25745015719E7,36911.8014437,LNU,2015,2015,"{52=13504.843137254893, 11=10.250980392156862, 95=22.211764705882352, 31=28.0, 71=6699.588235294118, 90=249.11372549019606, 43=3353.6078431372557, 82=107.24705882352941, 23=7.674509803921568, 42=11802.874509803922, 41=58.0, 22=40.14509803921568, 21=308.9176470588234}",,
00000000000000000278,CDF,1438153200000,9,"$46,200,000.00 Milion (Cost)",1439535600000,3,,0,ROCKY,,0.0,69438.2,006984,0,1,69636.0,CA,2.81006294231E8,135116.497933,LNU,2015,2015,"{52=200034.54509803923, 95=30.16470588235294, 11=93.0, 31=27.015686274509804, 71=54840.87058823522, 24=3.5411764705882356, 90=59.0, 43=19363.20392156862, 42=33533.18431372547, 23=19.52549019607843, 41=144.24313725490197, 22=114.49803921568628, 21=3961.3607843137243}",,
