"","OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","COMMENTS","REPORT_AC","GIS_ACRES","C_METHOD","OBJECTIVE","FIRE_NUM","Shape_Leng","Shape_Area"
"10216",10216,"1976","CA","CDF","LNU","DAVIS CREEK","00000000",1976-09-01,NA,14,NA,0,1920.97,0,1,"00000287",14306.7562282,7773871.63088
"10217",10217,"1976","CA","CDF","RRU","VISTA","00006005",1976-06-29,NA,14,NA,0,3466.75,0,1,"00000590",24402.1072592,14029432.4655
"10218",10218,"1976","CA","CCO","ORC","HARVESTER","00000000",1976-06-27,NA,14,NA,0,525.817,0,1,"00000496",9269.23761211,2127904.5965
"10219",10219,"1976","CA","CCO","ORC","WAGON WHEEL","00007963",1976-06-06,NA,14,NA,0,491.06,0,1,"00000549",6652.82515394,1987247.31698
"10220",10220,"1976","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,87.9142,0,1,"00000000",2936.9092993,355775.968588
"10221",10221,"1976","CA","CCO","VNC","LOS ROBLES","00000000",1976-06-22,NA,14,NA,0,2245.56,0,1,"000067-6",20646.7969525,9087457.5093
"10222",10222,"1976","CA","CCO","LAC","VAL VERDE FIRE","00312037",1976-06-23,NA,14,NA,0,1855.56,0,1,"00006158",22719.6797912,7509172.80081
"10223",10223,"1976","CA","CCO","LAC","SECO FIRE","00312031",1976-06-23,NA,14,NA,0,105.364,0,1,"00002599",4038.36282232,426394.453222
"10224",10224,"1976","CA","CCO","LAC","HOPE FIRE","00312031",1976-06-22,NA,14,NA,0,456.087,0,1,"00011238",13151.757102,1845720.24157
"10225",10225,"1978","CA","USF","BDF",NA,"00000000",1978-07-23,1978-07-24,1,NA,50,59.2501,8,1,"00000102",2261.9132683,239776.820658
"10226",10226,"1978","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,45.2534,0,1,"00000000",1619.44421768,183133.978358
"10227",10227,"1978","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,11.8457,0,1,"00000000",839.915926535,47937.769796
"10228",10228,"1978","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,63.1585,0,1,"00000000",2156.63128062,255593.416233
"10229",10229,"1978","CA","CDF","SHU","LOWER SPRINGS RD.","00000000",1978-08-09,NA,14,NA,0,493.862,0,1,"00000325",7793.62387681,1998589.06828
"10230",10230,"1978","CA","CDF","SHU","WHITMORE LTG #32","00000000",1978-08-08,NA,14,NA,0,7285.19,0,1,"00000000",27959.4696948,29482112.0391
"10231",10231,"1978","CA","USF","INF",NA,"00000000",NA,NA,1,NA,0,349.434,0,1,"00000016",4800.97890354,1414111.0662
"10232",10232,"1978","CA","CCO","LAC","EASTSIDE FIRE","00313027",1978-06-14,NA,14,NA,0,113.978,0,1,"00000977",3686.06986478,461253.882171
"10233",10233,"1978","CA","CCO","LAC","ROCKY FIRE","00317911",1978-07-16,NA,14,NA,0,391.167,0,1,"00011291",6891.20808555,1582996.77234
"10234",10234,"1978","CA","CCO","LAC",NA,"00000000",1978-07-08,NA,14,NA,0,31.2225,0,1,"00000000",1891.64448119,126353.041852
"10235",10235,"1978","CA","USF","SQF",NA,"00000000",1978-08-10,NA,9,NA,0,59.7762,0,1,"00000193",1925.30054694,241905.891804
"10236",10236,"1978","CA","USF","SQF",NA,"00000000",1978-06-16,NA,9,NA,0,39.2053,0,1,"00000023",2341.58044462,158658.285198
"10237",10237,"1978","CA","USF","SQF",NA,"00000000",1978-06-07,NA,1,NA,0,68.6579,0,1,"00000015",2891.71343863,277848.785277
"10238",10238,"1978","CA","USF","SQF",NA,"00000000",1978-06-13,NA,9,NA,0,128.336,0,1,"00000021",4104.16715852,519355.776693
"10239",10239,"1978","CA","CDF","MMU","LIGHTNING #1","00000000",1978-08-11,NA,14,NA,0,333.4,0,1,"00000000",5073.36769191,1349221.16398
"10240",10240,"1978","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,90.3277,0,1,"00000143",2511.0647202,365543.417012
"10241",10241,"1978","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,269.961,0,1,"00000162",4879.69866319,1092491.97959
"10242",10242,"1978","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,61.3916,0,1,"00000160",2025.97414297,248442.950044
"10243",10243,"1992","CA","CDF","MMU","JORDAN","00006554",NA,NA,14,NA,0,365.254,0,1,"00000389",7188.97463551,1478129.96181
"10244",10244,"1992","CA","CDF","MMU","LA PALOMA","00007798",NA,NA,14,NA,0,2517.42,0,1,"00000483",20617.8103246,10187650.408
"10245",10245,"1992","CA","CDF","MMU","LE GRAND","00006554",NA,NA,14,NA,0,658.417,0,1,"00000389",9421.87509822,2664518.11727
"10246",10246,"1992","CA","CDF","MMU","LUIS","00003744",NA,NA,14,NA,0,299.181,0,1,"00000169",4282.43195363,1210743.44142
"10247",10247,"1992","CA","CDF","MMU","MCCABE","00007656",NA,NA,14,NA,0,490.959,0,1,"00000472",7001.92409368,1986842.22489
"10248",10248,"1992","CA","CDF","MMU","SNELLING","00007706",NA,NA,14,NA,0,2423.98,0,1,"00000000",15248.9819058,9809504.73662
"10249",10249,"1992","CA","CDF","MMU","URRUTIA","00014942",NA,NA,14,NA,0,232.258,0,1,"00000000",3781.78509601,939914.345077
"10250",10250,"1992","CA","CDF","LMU","DAY FIRE","00000000",1992-06-02,NA,14,NA,0,405.417,0,1,"00000000",8404.98301261,1640665.93668
"10251",10251,"1992","CA","CDF","SHU","BURNEY FIRE","00004099",1992-07-27,NA,9,NA,0,886.303,0,1,"00000485",11611.2232479,3586742.79841
"10252",10252,"1992","CA","CDF","LMU","MUD FIRE","00002098",1992-08-12,NA,1,NA,0,782.202,0,1,"00000281",8667.23149511,3165458.14653
"10253",10253,"2000","CA","USF","KNF","BARK","00000000",2000-07-21,2000-07-28,9,NA,1720,1719.76,8,1,"00000032",16733.9621546,6959606.34657
"10254",10254,"2000","CA","CDF","LMU","GOAT","00001817",2000-07-22,NA,4,NA,0,1116.87,0,1,"00000000",10290.8136764,4519815.7061
"10255",10255,"2000","CA","CDF","LNU","MORGAN","00004423",2000-07-26,NA,2,NA,0,3316.26,0,1,"00000000",21845.0143573,13420424.9862
"10256",10256,"2000","CA","CDF","LNU","BERRYESSA","00003087",2000-06-13,NA,10,NA,0,4859.86,0,1,"00000000",26826.385442,19667148.043
"10257",10257,"2000","CA","CDF","LNU","HIDDEN","00007151",2000-11-02,NA,2,NA,0,3960.48,0,1,"00000000",26955.014756,16027510.5001
"10258",10258,"2000","CA","CDF","LNU","WINTERS","00004679",2000-08-07,NA,14,NA,0,404.448,0,1,"00000000",6305.46740129,1636742.41988
"10259",10259,"1989","CA","CCO","LAC",NA,"00000000",1989-07-21,NA,14,NA,0,50.837,0,1,"00000000",1930.22099054,205730.064635
"10260",10260,"1989","CA","CCO","LAC",NA,"00000000",1989-06-03,NA,14,NA,0,12.0325,0,1,"00000000",925.804544254,48693.9025472
"10261",10261,"1989","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,3.57247,0,1,"00000000",486.190537001,14457.2779751
"10262",10262,"1989","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,8.67564,0,1,"00000000",719.26125113,35109.0613314
"10263",10263,"1989","CA","CCO","LAC",NA,"00000000",1989-05-31,NA,14,NA,0,4.14941,0,1,"00000000",548.632761033,16792.0798349
"10264",10264,"1989","CA","CCO","LAC",NA,"00000000",1989-08-31,NA,14,NA,0,3.16196,0,1,"00000000",446.745644114,12795.9964515
"10265",10265,"1989","CA","CCO","LAC","SYCAMORE FIRE","00121029",1989-06-29,NA,14,NA,0,159.54,0,1,"00000389",3660.07852376,645637.148249
"10266",10266,"2000","CA","CCO","LAC","YUCCA","00001623",2000-09-13,NA,14,NA,0,788.867,0,1,"00092000",14343.4354063,3192433.52958
"10267",10267,"2000","CA","CCO","LAC","WEST","00001366",2000-08-04,NA,14,NA,0,121.432,0,1,"00006000",3951.97716181,491418.014205
"10268",10268,"2003","CA","CDF","BTU","SEVENTY","00006701",2003-06-24,2003-06-24,10,NA,386,608.429,2,1,"00010478",7818.48711517,2462226.41747
"10269",10269,"2003","CA","CDF","BTU","CENTERVILLE","00012661",2003-10-26,2003-10-27,4,NA,100,91.4528,2,1,"00000579",3139.12969503,370096.487965
"10270",10270,"2003","CA","CDF","FKU","SPEARHEAD","00007077",2003-06-17,2003-06-17,5,NA,47,45.5633,2,1,"00000073",2061.25031225,184388.141507
"10271",10271,"2002","CA","DOD","AFV","HAYBAIL","00000345",2002-06-07,2002-06-07,14,NA,1.32,1.31714,1,1,"00000345",293.68618342,5330.27096604
"10272",10272,"2002","CA","DOD","AFV","SUDDEN","00000364",2002-06-15,2002-06-15,11,NA,7502.14,7503.21,1,1,"00000364",49456.7757457,30364432.2718
"10273",10273,"2002","CA","DOD","AFV","TRAILER_PARK","00000390",2002-06-26,2002-06-26,14,NA,0.07,0.0734946,1,1,"00000390",69.4157602363,297.421983868
"10274",10274,"2002","CA","DOD","AFV","CYPRESS","00000000",2002-07-08,2002-07-08,11,NA,137.09,137.109,1,1,"00000000",5548.25565634,554859.932774
"10275",10275,"2002","CA","DOD","AFV","POWER_PLANT","00000545",2002-08-28,2002-08-28,14,NA,0.05,0.0537277,1,1,"00000545",146.866017242,217.428257946
"10276",10276,"1981","CA","CDF","MMU","GRANITE SPRINGS","00000603",1981-07-15,NA,14,NA,0,711.45,0,1,"00000176",11163.4672398,2879136.4039
"10277",10277,"1981","CA","CDF","LNU","GRIZZLY","00001416",1981-07-26,NA,7,NA,0,4810.62,0,1,"00000286",25690.3309918,19467904.349
"10278",10278,"1981","CA","CDF","BTU","INGALLS (ASSIST #12)","00000082",1981-09-17,NA,14,NA,0,6697.3,0,1,"00000486",28144.0599687,27103003.5997
"10279",10279,"1981","CA","CDF","AEU","JOERGER SERIES","00000431",1981-06-18,NA,2,NA,0,1676.16,0,1,"00000152",17084.7923247,6783163.07614
"10280",10280,"1981","CA","CDF","LNU","LANGES PEAK","00001554",1981-08-09,NA,7,NA,0,14448.4,0,1,"00000315",43310.0347852,58470446.9934
"10281",10281,"1981","CA","CDF","LMU","LIGHTING #6","00000164",1981-08-17,NA,14,NA,0,999.091,0,1,"00000113",11509.811653,4043179.86379
"10282",10282,"1981","CA","CDF","LMU","LIGHTNING #20 (WEBBER)","00000189",1981-08-18,NA,14,NA,0,1763.84,0,1,"00000137",18840.3041479,7138005.85744
"10283",10283,"1981","CA","CDF","AEU","MEISS","00000400",1981-06-14,NA,9,NA,0,14125.6,0,1,"00000138",61650.567286,57164467.7279
"10284",10284,"1981","CA","CDF","NEU","NADEIC","00001047",1981-06-02,NA,9,NA,0,425.234,0,1,"00000329",5602.77802203,1720861.62845
"10285",10285,"1981","CA","CDF","RRU","CHERRY","00000000",NA,NA,14,NA,0,427.853,0,1,"00000000",6153.54582809,1731460.16144
"10286",10286,"1981","CA","CDF","RRU","RECHE","00000000",NA,NA,14,NA,0,617.594,0,1,"00000000",6962.23756846,2499315.69215
"10287",10287,"1981","CA","CDF","RRU",NA,"00000000",NA,NA,14,NA,0,1123.77,0,1,"00000000",10019.1586979,4547725.63101
"10288",10288,"1981","CA","CDF","RRU","DAWSON #2","00012308",1981-06-28,NA,14,NA,0,556.168,0,1,"00000747",7462.36231815,2250732.66144
"10289",10289,"1981","CA","CDF","RRU","DEXTER","00016198",1981-08-21,NA,14,NA,0,1349.68,0,1,"00001109",12554.8144488,5461944.04056
"10290",10290,"1981","CA","CDF","RRU","WASSON","00014096",1981-07-22,NA,14,NA,0,356.177,0,1,"00000957",5130.61024869,1441396.01919
"10291",10291,"1981","CA","CDF","RRU","COTTENWOOD","00011130",1981-06-15,NA,14,NA,0,1278.82,0,1,"00000590",9380.82178784,5175213.88147
"10292",10292,"1981","CA","CDF","RRU","SERIES 79 #1","00014838",1981-08-02,NA,14,NA,0,490.684,0,1,"00001000",7205.78166362,1985726.68044
"10293",10293,"1981","CA","CDF","RRU","BAILEY","00011131",1981-06-15,NA,14,NA,0,282.265,0,1,"00000591",4233.36819246,1142284.49875
"10294",10294,"1981","CA","CDF","TGU","MANTON ROAD SERIES","00000687",1981-07-09,NA,14,NA,0,43.7807,0,1,"00000001",2318.95426154,177174.182204
"10295",10295,"1981","CA","CDF","TGU","MANTON ROAD SERIES","00000687",1981-07-09,NA,14,NA,0,314.955,0,1,"00000002",4609.77534762,1274578.00664
"10296",10296,"1981","CA","CCO","LAC","PINE TREE FIRE","00931071",1981-10-30,NA,14,NA,0,311.986,0,1,"00020681",7534.17591563,1262560.91741
"10297",10297,"1981","CA","CCO","LAC","SCHERZINGER FIRE","00931076",1981-06-13,NA,14,NA,0,31.0854,0,1,"00001281",1867.60312244,125798.207414
"10298",10298,"1981","CA","CCO","LAC","SIERRA FIRE","00931076",1981-06-15,NA,14,NA,0,85.897,0,1,"00002181",3128.06429748,347612.881629
"10299",10299,"1981","CA","CCO","LAC","LOST FIRE","00931071",1981-10-31,NA,14,NA,0,80.4502,0,1,"00020881",4272.71232468,325570.52564
"10300",10300,"1981","CA","CCO","LAC","PLACERITA CANYON FIRE","00831236",1981-07-16,NA,14,NA,0,102.99,0,1,"00000781",3697.02368166,416785.127713
"10301",10301,"1981","CA","CCO","LAC","MULL FIRE","00258626",1981-07-20,NA,14,NA,0,667.891,0,1,"00000681",8735.38486886,2702859.88431
"10302",10302,"1981","CA","CCO","LAC","VOORHIS FIRE","00728545",1981-07-06,NA,14,NA,0,68.9751,0,1,"00000681",5973.43030064,279132.224007
"10303",10303,"1981","CA","CCO","LAC","POPPY FIRE","00937899",1981-08-07,NA,14,NA,0,1465.9,0,1,"00000081",22394.7205748,5932299.07978
"10304",10304,"1981","CA","CCO","LAC","CRANE FIRE","00928012",1981-05-28,NA,14,NA,0,201.344,0,1,"00000281",4201.24796316,814809.045924
"10305",10305,"1981","CA","CCO","LAC","PARKER FIRE","00931491",1981-06-14,NA,14,NA,0,106.284,0,1,"00000281",4370.29177146,430114.428855
"10306",10306,"1981","CA","CCO","LAC","OAT FIRE","00927520",1981-10-31,NA,14,NA,0,17787.1,0,1,"00000281",79779.757458,71981759.536
"10307",10307,"1981","CA","CCO","LAC","SUN MOUNTAIN RANCH FIRE","00921457",1981-07-30,NA,14,NA,0,197.177,0,1,"00007781",4115.97895645,797948.530704
"10308",10308,"1981","CA","CCO","LAC",NA,"00000000",1981-06-14,NA,14,NA,0,1.35273,0,1,"00000000",309.78426821,5474.31545691
"10309",10309,"1981","CA","CCO","LAC",NA,"00000000",1981-07-01,NA,14,NA,0,11.6639,0,1,"00000000",1067.1134181,47202.2304815
"10310",10310,"1981","CA","CCO","LAC",NA,"00000000",1981-07-02,NA,14,NA,0,27.2597,0,1,"00000000",1410.7955868,110316.125151
"10311",10311,"1981","CA","CCO","LAC",NA,"00000000",1981-10-31,NA,14,NA,0,985.291,0,1,"00000000",9809.85370055,3987329.92475
"10312",10312,"1981","CA","CCO","LAC",NA,"00000000",1981-08-26,NA,14,NA,0,66.8749,0,1,"00000000",2048.33552369,270633.289646
"10313",10313,"1981","CA","CCO","LAC",NA,"00000000",1981-10-13,NA,14,NA,0,3.51199,0,1,"00000000",433.175517211,14212.5169093
"10314",10314,"1981","CA","CCO","LAC",NA,"00000000",1981-08-25,NA,14,NA,0,8.26794,0,1,"00000000",804.845070337,33459.1774282
"10315",10315,"1981","CA","CCO","LAC",NA,"00000000",1981-07-15,NA,14,NA,0,47.8832,0,1,"00000000",2454.22836641,193776.317841
"10316",10316,"1981","CA","CCO","LAC",NA,"00000000",1981-07-03,NA,14,NA,0,4.14678,0,1,"00000000",473.846961783,16781.4431917
"10317",10317,"1981","CA","CCO","LAC",NA,"00000000",1981-08-15,NA,14,NA,0,3.72397,0,1,"00000000",524.698769921,15070.3662595
"10318",10318,"1981","CA","CCO","LAC",NA,"00000000",1981-06-04,NA,14,NA,0,29.7,0,1,"00000000",1769.65982579,120191.648309
"10319",10319,"1981","CA","CCO","LAC",NA,"00000000",1981-05-22,NA,14,NA,0,12.4671,0,1,"00000000",951.811945034,50452.4087697
"10320",10320,"1981","CA","CCO","LAC",NA,"00000000",1981-08-19,NA,14,NA,0,149.958,0,1,"00000000",4077.91073196,606858.205193
"10321",10321,"1981","CA","CCO","LAC",NA,"00000000",1981-11-01,NA,14,NA,0,71.4178,0,1,"00000000",3420.46671356,289017.424224
"10322",10322,"1981","CA","CCO","LAC",NA,"00000000",1981-08-07,NA,14,NA,0,1.53451,0,1,"00000000",424.785132496,6209.93889201
"10323",10323,"1981","CA","CCO","LAC",NA,"00000000",1981-06-17,NA,14,NA,0,21.419,0,1,"00000000",1211.18945065,86679.4613277
"10324",10324,"1981","CA","CCO","LAC",NA,"00000000",1981-06-17,NA,14,NA,0,19.4674,0,1,"00000000",1575.85481435,78781.61836
"10325",10325,"1981","CA","CCO","LAC",NA,"00000000",1981-06-16,NA,14,NA,0,272.547,0,1,"00000000",8872.64223361,1102960.34163
"10326",10326,"1981","CA","CCO","LAC",NA,"00000000",1981-07-05,NA,14,NA,0,2.18503,0,1,"00000000",444.407671988,8842.51892758
"10327",10327,"1981","CA","CCO","LAC",NA,"00000000",1981-06-15,NA,14,NA,0,6.17499,0,1,"00000000",977.321208126,24989.3028514
"10328",10328,"1981","CA","CCO","LAC",NA,"00000000",1981-06-16,NA,14,NA,0,6.44692,0,1,"00000000",582.215382149,26089.7422349
"10329",10329,"1981","CA","CCO","LAC",NA,"00000000",1981-06-16,NA,14,NA,0,11.221,0,1,"00000000",954.376301659,45409.6858702
"10330",10330,"1981","CA","CCO","LAC",NA,"00000000",1981-06-15,NA,14,NA,0,193.567,0,1,"00000000",3664.87329446,783338.292479
"10331",10331,"1981","CA","CCO","LAC",NA,"00000000",1981-06-29,NA,14,NA,0,18.4987,0,1,"00000000",1402.6960712,74861.6014551
"10332",10332,"1981","CA","CCO","LAC",NA,"00000000",1981-09-09,NA,14,NA,0,40.463,0,1,"00000000",2247.45382614,163747.754064
"10333",10333,"1981","CA","CCO","LAC",NA,"00000000",1981-06-15,NA,14,NA,0,1.76005,0,1,"00000000",373.669102995,7122.68135475
"10334",10334,"1981","CA","CDF","SLU","RANCHO ARROYO","00000000",1981-10-13,NA,14,NA,0,261.343,0,1,"00000000",7780.15272643,1057616.07004
"10335",10335,"1981","CA","USF","SRF","WIMER","00000000",1981-08-08,NA,4,NA,0,2.98693,0,1,"00100794",390.238457802,12087.6895795
"10336",10336,"1981","CA","CDF","SLU","EUCALYPTUS","00001829",1981-11-01,NA,14,NA,0,191.335,0,1,"00000000",4945.10291973,774306.917024
"10337",10337,"2004","CA","USF","SQF","CHINA","00000000",2004-09-11,2004-09-12,9,NA,350,290.028,6,1,"00000073",5369.00609619,1173702.46258
"10338",10338,"2004","CA","USF","SQF","DEEP","00000000",2004-08-12,2004-08-17,9,NA,3222,3143.9,2,1,"00000052",20786.3907402,12722917.7701
"10339",10339,"2004","CA","USF","BDF","POD","00000000",2004-08-07,2004-08-08,9,NA,55,24.0538,6,1,"00000081",1413.85924515,97342.0879516
"10340",10340,"2004","CA","USF","INF","CRATER MOUNTAIN","00000000",2004-05-25,2004-06-20,1,NA,222,189.89,2,1,"00000005",5441.98488943,768455.949293
"10341",10341,"2004","CA","USF","INF","DECHAMBEAU","00000000",2004-06-23,2004-06-26,1,NA,27,27.4703,2,1,"00000009",1736.68857703,111168.346695
"10342",10342,"2004","CA","USF","SHF","MILL","00000000",2004-09-27,2004-09-29,9,NA,164,164.052,8,1,"00000149",4027.59255276,663893.785214
"10343",10343,"2004","CA","USF","SHF","MOUNTAIN","00000000",2004-11-21,2004-11-24,4,NA,27,50.4528,8,1,"00000162",1954.44700035,204175.394814
"10344",10344,"2004","CA","USF","PNF","STONY","00000000",2004-04-27,2004-04-29,5,NA,78,91.0024,2,1,"00000012",3264.1705981,368273.556256
"10345",10345,"2004","CA","USF","PNF","COTTONWOOD","00000000",2004-05-04,2004-05-10,5,NA,560,566.93,2,1,"00000015",7884.62703558,2294285.48608
"10346",10346,"2004","CA","USF","PNF","MISSION","00000000",2004-11-19,2004-11-19,5,NA,15,15.7239,6,1,"00000200",1315.25094568,63632.4907145
"10347",10347,"2004","CA","USF","PNF","KETTLE","00000000",2004-07-28,2004-07-28,2,NA,12,11.2712,6,1,"00000129",939.053486471,45612.8235678
"10348",10348,"2004","CA","USF","PNF","RED ROCK","00000000",2004-08-12,2004-08-12,1,NA,11,10.3461,6,1,"00000139",878.504865447,41869.0272502
"10349",10349,"2004","CA","USF","SNF","NEHOUSE","00000000",2004-09-11,2004-09-15,9,NA,204,254.418,8,1,"00000070",5295.14576836,1029592.86278
"10350",10350,"2004","CA","USF","SNF","SOURCE","00000000",2004-06-16,2004-06-22,9,NA,385,384.488,8,1,"00000015",5965.3838579,1555967.45429
"10351",10351,"2004","CA","USF","ANF","HASLEY","00000000",2004-06-16,2004-06-16,7,NA,12,11.8811,8,1,"00000062",879.609663144,48080.9042632
"10352",10352,"1975","CA","USF","LPF",NA,"00000000",1975-09-25,1975-09-28,7,NA,1550,1527.28,8,1,"00000076",10332.3649844,6180673.76617
"10353",10353,"1984","CA","USF","LPF","HURRICANE","00000000",1984-08-01,1984-08-04,4,NA,700,657.138,8,1,"00000052",7035.6220168,2659342.08773
"10354",10354,"1993","CA","CCO","LAC","ESPERANZA FIRE 15 AC","00000000",1993-09-26,NA,14,NA,0,12.0008,0,1,"00000000",971.11715632,48565.5197761
"10355",10355,"1935","CA","USF","LPF",NA,"00000000",NA,NA,9,NA,0,3572.08,0,1,"00000008",17352.9589473,14455682.8271
"10356",10356,"1966","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,73.4882,0,1,"00000202",1991.80345628,297396.368298
"10357",10357,"1999","CA","CDF","TCU","LIGHTNING #18","00005887",1999-09-09,NA,1,NA,0,355.434,0,1,"00000761",5181.91149395,1438392.23575
"10358",10358,"2001","CA","CDF","SHU","POWERHOUSE","00007073",2001-07-29,NA,14,NA,0,415.978,0,1,"00000000",6306.37131828,1683401.73695
"10359",10359,"2001","CA","CDF","SHU","EAST","00007984",2001-08-08,NA,11,NA,0,626.632,0,1,"00000000",7078.08750242,2535890.74838
"10360",10360,"2001","CA","CDF","SHU","OREGON","00007984",2001-08-28,NA,10,NA,0,1694.36,0,1,"00000000",14517.0457627,6856827.34458
"10361",10361,"2001","CA","CDF","SHU","FAWNDALE","00004861",2001-06-19,NA,10,NA,0,69.8763,0,1,"00000000",3093.90432363,282779.204811
"10362",10362,"2001","CA","CDF","SHU","DITCH","00005362",2001-07-05,NA,2,NA,0,96.6525,0,1,"00000000",2389.05524118,391138.609427
"10363",10363,"2001","CA","CDF","LMU","HILTON","00000993",2001-05-20,NA,5,NA,0,391.506,0,1,"00000003",7876.52096248,1584369.05441
"10364",10364,"2001","CA","CDF","LMU","GRASSHOPPER","00001992",2001-07-25,NA,1,NA,0,992.156,0,1,"00000195",12966.4632075,4015113.14147
"10365",10365,"2001","CA","CDF","LMU","DEVIL","00001100",2001-05-27,NA,2,NA,0,4253.89,0,1,"00000042",29773.919597,17214886.1034
"10366",10366,"1931","CA","CDF","MEU","COMPTCHE","00000000",1931-09-22,NA,14,NA,0,33101.6,0,1,"00000000",71617.5124667,133957379.58
"10367",10367,"2001","CA","CDF","BEU","BROWNS VALLEY","00002101",2001-06-13,NA,7,NA,0,325.992,0,1,"00000205",6307.05662199,1319242.03995
"10368",10368,"2001","CA","CDF","TUU","VANDER-BOWEN","00006158",2001-06-29,NA,10,NA,0,604.487,0,1,"00000091",7036.89815541,2446270.37382
"10369",10369,"2001","CA","DOD","CRB","UNIT #5","00000000",2001-06-04,NA,13,NA,0,521.067,0,1,"00000008",6865.11695198,2108684.46655
"10370",10370,"2001","CA","CDF","TCU","LAKE","00004586",2001-07-03,NA,9,NA,0,772.719,0,1,"00000451",12109.8334787,3127082.98231
"10371",10371,"2001","CA","CDF","MMU","CREEK FIRE","00014026",2001-08-18,2001-08-24,7,NA,11095,11095.1,8,1,"00000361",43507.628887,44900354.1729
"10372",10372,"2001","CA","CDF","TCU","LEONARD","00006112",2001-08-19,NA,2,NA,0,5188.44,0,1,"00000622",27033.1217278,20996873.1713
"10373",10373,"2002","CA","CDF","TCU","SPI #12 ""MILL CREEK #2""","00009365",2002-11-25,2002-11-30,5,NA,36,36.4982,1,1,"00000969",1847.49415249,147702.861205
"10374",10374,"1984","CA","CDF","CZU","SAN BRUNO #9","00000178",1984-07-07,NA,7,NA,0,137.4,0,1,"00000000",2990.69691814,556037.452664
"10375",10375,"1979","CA","CDF","BTU","BIDWELL PARK","00002039",1979-07-25,NA,14,NA,0,874.239,0,1,"00000327",11761.2003259,3537921.53432
"10376",10376,"1979","CA","CDF","SCU","BLACK DIAMOND PEAK","00001480",1979-08-27,NA,14,NA,0,681.225,0,1,"00000402",8131.02507108,2756819.37685
"10377",10377,"1911","CA","USF","ANF",NA,"00000000",NA,NA,14,"S.Imsand,Saugus,4N15W-19+4N16W-24,displaced+bigger cf.230-AFA 1911-1930 Saugus *",410,409.524,0,1,"00000000",4667.57333391,1657284.66122
"10378",10378,"1917","CA","USF","ANF",NA,"00000000",NA,NA,14,"S.Imsand,Saugus,4N15W-7, Bouquet-Plum Cyn jn-AFA 1911-1920 transp. map 1:260100",200,197.308,0,1,"00000000",3400.4242509,798478.59885
"10379",10379,"1911","CA","USF","ANF",NA,"00000000",NA,NA,14,"S.Imsand,Saugus,4N15W-11,14,SE side of Mint Cyn-AFA 1911-1930 Saugus map 1:2564*",208,208.084,0,1,"00000000",3445.51520699,842084.498766
"10380",10380,"1911","CA","USF","ANF",NA,"00000000",NA,NA,14,"S.Imsand,Saugus,4N14W-18,19,SE jn Soledad & Tick Cyn-AFA 1906-1930 Cum map 1:12*",257,257.037,0,1,"00000000",4289.97492641,1040191.56743
"10381",10381,"1919","CA","USF","ANF",NA,"00000000",NA,NA,14,"S.Imsand,Saugus,4N15W-26,E side Sand Cyn S of StaClara Riv-AFA 1911-1930 Saugus*",60,59.8258,0,1,"00000000",1808.06695044,242106.532063
"10382",10382,"1996","CA","USF","ENF","SPRING","00000000",1996-08-12,1996-08-14,1,NA,16,16.3189,8,1,"00000050",1145.84884718,66040.4149071
"10383",10383,"1996","CA","USF","ENF","SILVER","00000000",1996-07-26,1996-07-27,9,NA,31,31.4609,8,1,"00000025",1695.67148232,127317.87301
"10384",10384,"1996","CA","USF","ENF","KYBURZ","00000000",1996-07-29,1996-07-30,9,NA,15,14.636,8,1,"00000028",1273.6120801,59229.9084788
"10385",10385,"1996","CA","USF","ENF","UPPER","00000000",1996-08-12,1996-08-15,9,NA,40,40.3369,8,1,"00000056",1721.10141374,163237.637739
"10386",10386,"1996","CA","USF","SRF","LITTLE LOW","00000000",1996-06-18,1996-06-19,9,NA,21,21.4097,8,1,"00000004",1044.77136474,86641.933154
"10387",10387,"1996","CA","USF","LPF","HIGHWAY 58","00000000",1996-08-15,1996-08-25,9,NA,106668,106970,8,1,"00000059",134856.161026,432891178.981
"10388",10388,"1996","CA","USF","SHF","RUSH","00000000",1996-08-13,1996-08-15,1,NA,118,121.833,8,1,"00000131",3560.51309965,493040.879622
"10389",10389,"1996","CA","USF","SHF","POCKET","00000000",1996-08-13,1996-08-26,1,NA,47,47.3273,8,1,"00000134",3541.43449137,191526.846287
"10390",10390,"1996","CA","USF","SHF","BUTCHER","00000000",1996-08-13,1996-08-24,1,NA,456,446.633,8,1,"00000115",6212.30617862,1807460.04049
"10391",10391,"1997","CA","USF","SRF","ROUND","00000000",1997-09-25,1997-09-25,9,NA,12,16.0488,8,1,"00000042",960.439887762,64947.3798519
