"","OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","COMMENTS","REPORT_AC","GIS_ACRES","C_METHOD","OBJECTIVE","FIRE_NUM","Shape_Leng","Shape_Area"
"1",1,"2007","CA","CCO","LAC","OCTOBER","00246393",2007-10-21,2007-10-23,14,NA,0,25.7367,8,1,"00233414",1902.43905129,104152.781054
"2",2,"2007","CA","CCO","LAC","MAGIC","00233077",2007-10-22,2007-10-25,14,NA,0,2824.88,8,1,"00233077",20407.9656623,11431872.5101
"3",3,"2007","CA","USF","ANF","RANCH","00000166",2007-10-20,2007-11-15,2,NA,54716,58410.3,7,1,"00000166",169150.71569,236378245.169
"4",4,"2007","CA","CCO","LAC","EMMA","00201384",2007-09-11,2007-09-11,14,NA,0,172.215,8,1,"00201384",6117.77708616,696929.169753
"5",5,"2007","CA","CCO","LAC","CORRAL","00259483",2007-11-24,2007-11-27,14,NA,0,4708,8,1,"00259483",22907.182174,19052588.5082
"6",6,"2007","CA","CCO","LAC","GORMAN","00109398",2007-05-19,2007-05-22,14,NA,0,2373.84,8,1,"00109398",19693.2088222,9606609.352
"7",7,"2007","CA","CCO","LAC","WEST","00148311",2007-07-07,2007-07-08,14,NA,0,245.234,8,1,"00148311",5881.59045422,992426.638872
"8",8,"2007","CA","CCO","LAC","PEARBLOSSOM","00177427",2007-08-13,2007-08-14,14,NA,0,81.0335,8,1,"00177427",4123.60776066,327930.933578
"9",9,"2007","CA","CCO","LAC","SKYLINE","00183643",2007-08-21,2007-08-23,14,NA,0,95.4186,8,1,"00183643",3590.08716264,386145.195978
"10",10,"2007","CA","CCO","LAC","SESNON","00231876",2007-10-21,2007-10-21,14,NA,0,30.3014,8,1,"00231876",1675.72825032,122625.490134
"11",11,"2007","CA","CCO","LAC","SOLEDAD","00233414",2007-10-22,2007-10-23,14,NA,0,44.1678,8,1,"00233414",2054.35231227,178740.620699
"12",12,"2007","CA","CCO","LAC","Y","00233912",2007-10-23,NA,14,NA,0,22.4917,0,1,"00233912",1661.0259251,91020.7999436
"13",13,"2007","CA","CDF","MVU","ANGEL 3","00009233",2007-09-15,2007-09-25,4,NA,837,832.127,7,1,"00000000",17923.8461799,3367496.61342
"14",14,"2007","CA","CDF","MVU","BANNER","00006310",2007-07-01,2007-07-03,14,NA,0,95.1513,7,1,"00000000",3492.89109334,385063.478906
"15",15,"2007","CA","CDF","HUU","CHAMBERS","00003235",2007-07-27,2007-07-29,7,NA,55,54.6964,2,1,"00000000",3032.1606929,221348.302922
"16",16,"2007","CA","CDF","HUU","BROWN","00002877",2007-07-08,2007-07-08,2,NA,20,18.7318,2,1,"00000000",1469.31244723,75804.7998027
"17",17,"2007","CA","CDF","HUU","DRIFTWOOD","00004908",2007-10-25,2007-11-05,14,NA,70,52.973,1,1,"00000000",4353.27129529,214373.93563
"18",18,"2007","CA","CDF","HUU","CAPPEL","00004049",2007-09-05,2007-09-11,14,NA,20,12.8941,1,1,"00000000",1604.37552848,52180.7574915
"19",19,"2007","CA","CCO","KRN","MOUNTAIN","00717959",2007-07-19,2007-07-19,14,NA,840.56,840.558,1,1,"00717959",10229.115226,3401618.78079
"20",20,"2007","CA","CCO","KRN","WHITE","00018055",2007-06-24,2007-06-29,2,NA,12432.15,12432.2,7,1,"00718055",42225.3116658,50311168.4687
"21",21,"2007","CA","USF","KRN","WOFFORD","00000000",2007-05-09,2007-05-13,9,NA,567,567.457,2,1,"0713610",7154.99834959,2296415.40118
"22",22,"2007","CA","CCO","LAC","PEARBLOSSOM","00080271",2007-04-12,2007-04-13,14,NA,77,77.8028,8,1,"00080271",5171.84818245,314856.650065
"23",23,"2007","CA","CCO","LAC","ISLAND","00102481",2007-05-10,2007-05-17,14,NA,4750,4722.97,8,1,"00102481",30713.9036969,19113165.5468
"24",24,"2007","CA","CCO","LAC","CANYON","00148415",2007-07-07,NA,14,NA,743,743.48,0,1,"00148415",12308.8669532,3008756.59234
"25",25,"2007","CA","CCO","LAC","FAIRMONT","00193853",2007-09-01,2007-09-08,14,NA,211,211.622,8,1,"00193853",4739.28524493,856403.615351
"26",26,"2007","CA","CDF","FKU","AUBERRY","00009400",2007-08-28,2007-09-03,10,NA,150,150.936,2,1,"00009400",3302.73528655,610816.557679
"27",27,"2007","CA","CDF","FKU","GATOS","00009688",2007-09-02,2007-09-05,1,NA,100,83.0522,2,1,"00009688",2298.98836596,336100.326571
"28",28,"2007","CA","LRA","MVU","CORONADO HILLS","00010492",2007-10-22,NA,14,NA,0,58.7947,3,1,"00000000",1800.91840946,237933.901236
"29",29,"2007","CA","CCO","LAC","MEADOW RIDGE","00233523",2007-10-23,2007-10-25,14,NA,0,39.1085,8,1,"00233523",3372.74965796,158266.356219
"30",30,"2007","CA","CDF","MMU","HIGHWAY 41/ RD 209 3","00005998",2007-05-20,NA,14,NA,0,329.081,6,1,"00000000",5371.20450518,1331743.23131
"31",31,"2007","CA","BLM","MVU","BORDER #34","00009128",2007-09-12,2007-09-16,14,NA,0,109.225,6,1,"00000000",3036.53767714,442016.323651
"32",32,"2007","CA","LRA","MVU","78 #4","00006655",2007-07-09,2007-07-10,10,NA,70,99.9742,6,1,"00000000",3524.30684244,404581.301205
"33",33,"2007","CA","CDF","MVU","BORDER #25","00006524",2007-07-06,2007-07-07,4,NA,50,136.21,6,1,"00000000",3660.23653878,551222.055072
"34",34,"2007","CA","CDF","MVU","VUELTA","00005764",2007-06-16,2007-06-18,14,NA,120,214.813,6,1,"00000000",6221.77084686,869318.832214
"35",35,"2007","CA","CDF","LMU","WILLOW","00003020",2007-07-06,2007-07-17,1,"Timber",75,73.36,1,2,"00000000",3120.0498478,296877.424842
"36",36,"2007","CA","CDF","LMU","LOOKOUT","00004945",2007-10-02,2007-10-03,5,"Grass and Brush Mix",64,64.5118,1,1,"00000000",3350.44808422,261070.049143
"37",37,"2007","CA","CDF","LMU","PINE","00002692",2007-06-23,2007-07-29,5,"Grass and Brush Mix",314,481.78,1,1,"00000000",5880.53993733,1949694.61955
"38",38,"2007","CA","CDF","LMU","ISLAND","00002269",2007-06-01,2007-06-04,1,"Grass and sagebrush, outside of SRA.",518,517.563,1,1,"00000000",7971.95349516,2094502.8793
"39",39,"2007","CA","CDF","LNU","HWY 128","00005933",2007-08-14,2007-08-15,14,NA,368,508.351,6,1,"00000000",6142.00176323,2057223.92948
"40",40,"2007","CA","CDF","LNU","PEAK","00004843",2007-07-11,2007-07-11,2,NA,60,46.322,5,1,"00000000",2689.41362951,187458.452505
"41",41,"2007","CA","CDF","LNU","MOUNTAIN","00004247",2007-06-24,2007-06-27,14,NA,45,49.2782,7,1,"00000000",1815.51001916,199421.942833
"42",42,"2007","CA","CDF","LNU","SPRUCE","00004982",2007-07-15,2007-07-15,11,NA,0,129.011,5,1,"00000000",4042.51437268,522089.37649
"43",43,"2007","CA","CDF","LNU","BRAYE","00003042",2007-05-18,2007-05-22,14,NA,450,636.53,6,1,"00000000",7055.14105291,2575946.26061
"44",44,"2007","CA","CDF","LNU","ROBINSON","00005400",2007-07-28,2007-07-30,7,"Started on Robinson Rancheria",128,121.548,1,1,"00000000",4377.8684634,491888.196336
"45",45,"2007","CA","CDF","LNU","WEST","00005195",2007-07-22,2007-07-22,10,NA,40,36.9946,6,1,"00000000",2128.27975801,149711.866977
"46",46,"2007","CA","LRA","LAC","GRIFFITH PARK","00000000",2007-05-08,NA,3,"NPS from BARC imagery and air photo interp. Presumed accuracy 30m",0,747.898,7,1,"00000002",12410.5784528,3026637.43769
"47",47,"2007","CA","LRA","LAC","BARHAM","00000000",2007-03-30,2007-03-31,8,"NPS from BARC, air photo interp. Presumed accuracy 30m. Suppress by LA City?",0,224.328,7,1,"00000001",5068.3608404,907821.717689
"48",48,"2007","CA","CCO","VNC","SMALL HIGHWAY","00000000",2007-06-08,2007-06-08,10,"NPS by ground GPS, presumed cause = automobile, suppressed by VTA Co?",0,0.132266,1,1,"00000002",113.154902806,535.261487793
"49",49,"2007","CA","CCO","VNC","RABBIT HILL","00000000",2007-10-21,2007-10-21,14,"VTACO prob suppress. NPS map by recon & airpic interp. Cause unkn. Accuracy 15m",0,16.841,7,1,"00000003",993.489282239,68152.9643602
"50",50,"2007","CA","CCO","VNC","ROADSIDE","00000000",2007-04-30,2007-04-30,9,"VTACO prob suppress.  NPS map ground GPS, in threat zone, accuracy 10m",0,0.320584,1,1,"00000001",196.32341645,1297.35735401
"51",51,"2007","CA","CCO","VNC","DEER RIDGE","00000239",2007-04-01,2007-04-01,9,"By NPS LE (ground GPS?), presumed accuracy 30m. cause unkn, presumed human",0.3,0.308962,7,1,"00000239",125.507161807,1250.32300199
"52",52,"2007","CA","CCO","LAC","TRIUNFO","00000313",2007-05-09,2007-05-09,9,"NPS from unkn source. Presumed accuracy 30m, cause unkn, presumed human",0.2,0.308981,8,1,"00000313",125.511117475,1250.40152545
"53",53,"2007","CA","CCO","ORC","241 (HAYSTACK)","00000000",2007-05-26,NA,10,NA,0,0.23822,0,1,"00000000",533.423036252,964.042884175
"54",54,"2007","CA","CCO","ORC","PIONEER","00000000",2007-05-26,NA,8,NA,0,0.338818,0,1,"00034237",192.416166984,1371.14802915
"55",55,"2007","CA","CCO","ORC","FREEMONT/IRVINE LAKE","00000000",2007-06-22,NA,16,NA,0,9.48876,0,1,"00039619",1121.61834127,38399.6652506
"56",56,"2007","CA","CCO","ORC","ANTONIO","00000000",2007-06-25,NA,11,NA,0,0.879536,0,1,"07040974",238.572471257,3559.35526582
"57",57,"2007","CA","CCO","ORC","FREEWAY INCIDENT","00000000",2007-09-18,NA,8,NA,0,2.45463,0,1,"00060896",763.708799387,9933.51748072
"58",58,"2007","CA","CCO","ORC","CROWN VALLEY","00000000",2007-07-13,NA,8,NA,0,22.8727,0,1,"07045332",1886.90016025,92562.3931897
"59",59,"2007","CA","CCO","ORC","261 INCIDENT","00000000",2007-07-27,NA,10,NA,0,89.7679,0,1,"07048570",2815.55181953,363277.963581
"60",60,"2007","CA","CDF","RRU","ROCA","00091948",2007-10-21,2007-10-21,11,NA,256,270.027,7,1,"00000000",5652.82777082,1092758.51852
"61",61,"2007","CA","CCO","SBC","CEMETERY","00006785",2007-08-20,2007-08-23,8,"Children playing with fire",490,501.579,7,1,"00006785",7608.3223114,2029816.89828
"62",62,"2007","CA","CCO","SBC","MARIPOSA","00007295",2007-09-03,2007-09-04,11,NA,187,188.255,7,1,"00007295",4578.86400111,761839.417986
"63",63,"2007","CA","CCO","SBC","SEDGWICK","00008758",2007-10-21,2007-10-23,11,"CA-LPF-001783",710,808.829,7,1,"00008758",8061.132352,3273215.65357
"64",64,"2007","CA","LRA","LAC","GRIFFITH PARK","00000000",2007-08-14,2007-08-14,14,"perim = 5ac circle, by NPS, from oblique air photo. Cause unknown",0,4.96197,5,1,"00000003",502.544619257,20080.3771908
"65",65,"2007","CA","CCO","LAC","AGOURA","00000420",2007-06-21,2007-06-21,9,"NPS by ground GPS. Accuracy 20m. cause = ukn, presumed human",0.8,0.808401,1,1,"00000420",324.591819673,3271.48452752
"66",66,"2007","CA","CCO","LAC","KANAN","00000457",2007-07-03,2007-07-03,2,"NPS by ground GPS. Accuracy 20m. presumed cause = weed abatement",0.5,0.513944,1,1,"00000457",202.524944541,2079.85701074
"67",67,"2007","CA","CCO","LAC","FLORES","00000535",2007-08-05,2007-08-05,10,"NPS by ground GPS. Cause = vehicle fire, accuracy 10m",0.1,0.0935043,1,1,"00000535",69.0450443092,378.398439466
"68",68,"2007","CA","CCO","LAC","AGOURA 2","00000677",2007-10-07,2007-10-07,7,"NPS by ground GPS. arson suspected, accuracy 20m",2,2.01441,1,1,"00000677",320.272635717,8152.03711221
"69",69,"2007","CA","CCO","LAC","VIRGENES","00000717",2007-11-03,2007-11-03,9,"Cause unkn, presumed human, NPS by driveby recon, presumed accuracy 90m",0.1,0.0167805,7,1,"00000717",29.2499829152,67.9081649879
"70",70,"2007","CA","LRA","RRU","RIVER","00037425",2007-04-28,2007-04-28,14,NA,488,158.042,7,1,"00000000",5723.41174727,639571.677492
"71",71,"2007","CA","CDF","RRU","ROSA","00092560",2007-10-22,2007-10-22,14,NA,200,409.635,7,1,"00000000",8714.26027476,1657732.27884
"72",72,"2007","CA","CCO","ORC","LAGUNA CANYON","00000000",2007-03-08,2007-03-08,3,NA,0,2.84257,8,1,"00000000",585.384835909,11503.4867634
"73",73,"2007","CA","CCO","ORC","241 INCIDENT","00000000",2007-03-11,2007-03-13,7,NA,0,1618.08,7,1,"07016557",17664.2166229,6548134.4368
"74",74,"2007","CA","CCO","ORC",NA,"00000000",2007-01-07,2007-01-07,8,NA,0,14.8034,8,1,"00000000",1667.95691855,59907.0652019
"75",75,"2007","CA","CCO","ORC","ROSE","00000000",2007-04-12,2007-04-12,11,NA,2.5,8.33596,8,1,"00024073",1221.36777278,33734.4151009
"76",76,"2007","CA","CDF","AEU","BAYNE","00011527",2007-07-01,2007-07-01,7,NA,126,125.961,1,1,"00000000",3807.51253809,509744.361029
"77",77,"2007","CA","CDF","AEU","PLACERVILLE","00010561",2007-06-18,2007-06-18,14,NA,1.2,0.981788,6,1,"00000000",242.14227695,3973.15581272
"78",78,"2007","CA","DOD","MCP","AMMO","00000000",2007-10-23,2007-11-01,14,NA,21084,21493.9,8,1,"00001111",55925.9944745,86982761.4228
"79",79,"2007","CA","CDF","BDU","RED STAR","00000287",2007-01-07,2007-01-07,14,"CAL FIRE Wildland Contract area.",209,208.714,1,1,"00000000",7933.45796379,844637.392511
"80",80,"2007","CA","USF","KNF","BACK","00000034",2007-07-06,2007-07-14,1,"Part of the China-Back Complex",28,28.2099,8,1,"00000034",2520.28903168,114161.58722
"81",81,"2007","CA","USF","KNF","CHINA","00000043",2007-07-10,2007-08-18,1,"Part of the China-Back Complex",2906,2939.36,7,1,"00000043",19665.1733978,11895181.0897
"82",82,"2007","CA","USF","KNF","SKY","00000033",2007-07-10,2007-07-15,1,NA,22,21.5366,6,1,"00000033",1168.99909843,87155.6117051
"83",83,"2007","CA","USF","BDF","BUTLER","00000138",2007-09-01,2007-09-05,1,NA,85,87.5026,5,1,"00000138",2332.15423078,354110.358481
"84",84,"2007","CA","USF","KNF","DOGWOOD","00000068",2007-08-29,2007-09-04,1,NA,12,12.9259,6,1,"00000068",1065.06421536,52309.3311442
"85",85,"2007","CA","USF","BDF","ELLIOT","00000140",2007-09-01,2007-09-03,1,NA,15,18.1905,6,1,"00000140",1396.65067178,73614.2865039
"86",86,"2007","CA","USF","BDF","DEVORE","00000095",2007-08-04,2007-08-04,2,NA,10,14.0003,6,1,"00000095",965.951508948,56657.3617108
"87",87,"2007","CA","USF","BDF","SAND","00000093",2007-08-02,2007-08-05,5,NA,100,108.179,6,1,"00000093",3267.9536145,437783.9372
"88",88,"2007","CA","USF","BDF","BLUECUT","00000077",2007-07-13,2007-07-13,2,NA,25,24.7784,8,1,"00000077",1447.96164723,100274.697107
"89",89,"2007","CA","USF","MDF","ROCK BSFMU A6","00000022",2007-07-06,2007-07-25,1,NA,268,267.275,1,1,"00000022",6268.03363471,1081624.32709
"90",90,"2007","CA","USF","INF","SAGE","00000015",2007-07-06,2007-07-11,1,"Part of the Inyo Complex",6460,6462.62,2,1,"00000015",38003.2265272,26153295.7939
"91",91,"2007","CA","CDF","ORC","SANTIAGO","00000085",2007-10-21,2007-11-08,9,NA,28476,28430,3,1,"00000085",86612.2871902,115052046.152
"92",92,"2007","CA","USF","INF","SENTINEL","00000025",2007-07-05,2007-07-14,1,NA,13,12.1659,1,1,"00000025",1304.22052521,49233.5302322
"93",93,"2007","CA","USF","INF","SEVEN","00000023",2007-07-06,2007-07-13,1,"Part of the Inyo Complex",1633,1643.77,2,1,"00000023",11435.1918522,6652096.302
"94",94,"2007","CA","USF","BDF","SLIDE","00000167",2007-10-22,2007-11-14,9,NA,12759,12769.2,7,1,"00000167",74185.9159529,51675311.5096
"95",95,"2007","CA","CDF","MVU","RICE","00010502",2007-10-07,2007-11-05,9,NA,0,9471.85,3,1,"00000000",51738.2247819,38331231.9355
"96",96,"2007","CA","BLM","BBD","LARSON","00000557",2007-06-01,2007-06-11,1,"Hope this works.  If not let me know and will try again.",1080,1076,2,1,"00000557",11686.652707,4354415.03849
"97",97,"2007","CA","BLM","NOD","PONDEROSA","00006532",2007-09-19,2007-09-12,11,"10 of the 15 acres was on BLM land",15,14.6404,1,1,"00006532",1335.68356523,59247.6169617
"98",98,"2007","CA","BLM","NOD","TWIN","00004262",2007-08-31,2007-08-31,1,NA,30.32,30.3083,1,1,"00004262",2055.6252503,122653.519632
"99",99,"2007","CA","BLM","BBD","WALKER","00000622",NA,2007-04-06,1,NA,793.3,794.124,1,1,"00000622",11111.0891432,3213705.87038
"100",100,"2007","CA","BLM","NOD","LAKE","00006277",2007-09-03,NA,9,NA,0,12.5574,0,1,"00006277",1027.6879593,50818.1559438
"101",101,"2007","CA","BLM","BBD","BROWN","00001504",2007-07-20,2007-06-23,9,NA,84.7,1430.32,1,1,"00001504",16089.6050923,5788288.83312
"102",102,"2007","CA","BLM","BBD","BODFISH","00001379",2007-06-10,2007-06-11,14,NA,213,213.116,2,1,"00001379",4154.09167106,862450.672239
"103",103,"2007","CA","BLM","NOD","DANHAUSER","00004229",2007-08-30,2007-08-31,14,NA,145,145.14,8,1,"00004229",6138.25916995,587359.711308
"104",104,"2007","CA","BLM","BBD","SAN BENITO","00002767",2007-08-18,2007-08-19,14,NA,15,16.0366,8,1,"00002767",1531.18670356,64897.9261763
"105",105,"2007","CA","BLM","NOD","SCHOTT","00000285",2007-01-24,2007-01-24,14,NA,99,60.5663,8,1,"00000285",2842.13570941,245103.281783
"106",106,"2007","CA","CDF","BTU","HONEY","00005890",2007-05-22,2007-05-28,11,NA,726,726.404,2,1,"00000000",12290.9973248,2939650.87184
"107",107,"2007","CA","LRA","BTU","HWY 32","00009279",2007-08-03,2007-08-03,10,NA,380,247.547,1,1,"00000000",4421.87030662,1001787.09842
"108",108,"2007","CA","CDF","BTU","BANGOR","00009467",2007-08-07,2007-08-07,7,NA,1057,1057.2,1,1,"00000000",12214.7337115,4278345.19393
"109",109,"2007","CA","CDF","FKU","PANOCHE","002844",2007-03-22,2007-03-23,11,NA,300,73.787,1,1,"00002844",2596.85593562,298605.601419
"110",110,"2007","CA","CDF","FKU","TAR","00008730",2007-08-10,2007-08-19,14,NA,5670,5671.03,2,1,"00008730",24980.0604316,22949836.5789
"111",111,"2007","CA","USF","STF","BOURLAND",NA,2007-10-30,NA,1,"20090305",28,29.3581,6,2,"00000090",1848.91020215,118807.885899
"112",112,"2007","CA","USF","SNF","MONO","00000004",2007-04-05,2007-05-25,1,NA,98,98.0835,2,1,"00000004",5165.60088638,396929.695897
"113",113,"2007","CA","USF","PNF","MOONLIGHT","00000098",2007-09-03,2007-09-25,2,NA,64995,64960,7,1,"00000098",82138.2623646,262883613.948
"114",114,"2007","CA","USF","CNF","MCCOY","00000086",2007-10-21,2007-10-24,9,NA,353,353.139,1,1,"00000086",7933.19502283,1429103.99056
"115",115,"2007","CA","CDF","LAC","NORTH","00000129",2007-09-02,2007-09-02,1,NA,2200,2122.34,8,1,"00000129",15780.5879634,8588815.77783
"116",116,"2007","CA","USF","INF","OAK","00000022",2007-07-06,2007-07-13,1,"Part of the Inyo Complex",12051,27062.9,2,1,"00000022",83818.9894741,109519543.383
"117",117,"2007","CA","USF","INF","OHAREL","00000052",2007-10-29,2007-12-18,1,"CONT_DATE is the Fire Out Date from NIFMID",560,596.916,1,2,"00000052",9833.01352086,2415632.97952
"118",118,"2007","CA","USF","CNF","PINE","00000073",2007-09-12,2007-10-02,4,NA,2170,2111.77,7,1,"00000073",17108.2334195,8546022.39768
"119",119,"2007","CA","USF","SRF","PIONEER","00000017",2007-07-11,2007-07-13,1,NA,25,25.0635,7,1,"00000017",1503.19130492,101428.399608
"120",120,"2007","CA","CDF","MVU","POOMACHA","00010643",2007-10-23,2007-12-01,9,NA,49390,49411,7,1,"00000087",119199.724712,199959093.236
"121",121,"2007","CA","USF","MDF","RATTLESNAKE","00000038",2007-07-10,2007-07-15,1,NA,14,14.4309,1,1,"00000038",1190.38723614,58399.91799
"122",122,"2007","CA","USF","SQF","RICHBAR","00000066",2007-10-23,2007-10-23,9,NA,13,13.4326,6,1,"00000066",926.192227102,54359.7821121
"123",123,"2007","CA","USF","SQF","RIVER","00000036",2007-08-01,2007-08-01,2,NA,150,149.887,6,1,"00000036",3220.09281668,606570.077569
"124",124,"2007","CA","USF","TNF","RALSTON","00001443",2006-09-05,2007-09-17,9,NA,8422,8421.04,2,1,"00000064",45005.6996715,34078757.4868
"125",125,"2007","CA","CDF","MEU","PASS","00005025",2007-07-10,2007-07-11,14,NA,444,444.157,2,1,"00005025",5771.59356131,1797440.14677
"126",126,"2007","CA","CDF","NEU","EIGHTY","00018249",2007-08-22,2007-08-22,2,NA,0,78.0423,1,1,"00000000",2885.52143304,315825.98203
"127",127,"2007","CA","LRA","NEU","ATHENS","00016528",2007-08-02,2007-08-02,10,NA,0,15.1861,1,1,"00000000",1272.97319278,61456.0025216
"128",128,"2007","CA","LRA","NEU","WEST BUTTE","00016014",2007-07-27,2007-07-27,14,"LRA adj to Sutter Buttes, CDF aircraft used",0,83.3138,1,1,"00000000",3193.02856627,337158.798176
"129",129,"2007","CA","LRA","NEU","PEACE VALLEY","00020787",2007-09-21,2007-09-22,1,"LRA in Sutter Buttes, Burned State Park lands",0,282.394,1,1,"00000000",5538.36385602,1142806.91979
"130",130,"2007","CA","CDF","NEU","CROSBY","00010759",2007-05-28,2007-05-28,1,NA,0,20.3094,1,1,"00000000",1633.61651187,82189.0490471
"131",131,"2007","CA","LRA","NEU","FIDDYMENT","00011118",2007-06-01,2007-06-01,8,NA,0,62.6341,1,1,"00000000",2700.31676328,253471.043813
"132",132,"2007","CA","CDF","NEU","WILSON","00007290",2007-04-09,2007-04-09,5,NA,0,13.7533,1,1,"00000000",1870.90790418,55657.5157702
"133",133,"2007","CA","CDF","NEU","SMARTVILLE","00013538",2007-06-29,2007-06-29,1,NA,0,197.491,1,1,"00000000",6821.98221194,799216.290405
"134",134,"2007","CA","CDF","NEU","SIXTY-FIVE","00015674",2007-07-23,2007-07-23,14,NA,0,29.608,1,1,"00000000",1424.06206702,119819.179032
"135",135,"2007","CA","CDF","NEU","SIXTY-FIVE 2","00020203",2007-09-14,2007-09-14,14,NA,0,30.9279,1,1,"00000000",1523.98035543,125160.929289
"136",136,"2007","CA","CDF","RRU","COLINA","00079386",2007-09-10,2007-09-10,14,NA,388,374.447,7,1,"00000000",7100.88482387,1515331.58961
"137",137,"2007","CA","CDF","RRU","LAGUNA","00080051",2007-09-12,2007-09-12,14,NA,12,12.4393,7,1,"00000000",1234.30104581,50340.2511371
"138",138,"2007","CA","LRA","RRU","POLK","00041579",2007-05-10,2007-05-10,14,NA,56,84.7938,7,1,"00000000",3700.12716027,343148.174669
"139",139,"2007","CA","CDF","RRU","MOCKINGBIRD","00001600",2007-10-05,2007-10-05,14,NA,671,737.272,7,1,"00000000",8624.16121019,2983632.14553
"140",140,"2007","CA","CDF","NEU","PETERSON","00014260",2007-07-06,2007-07-06,7,NA,0,14.4765,1,1,"00000000",1326.37004679,58584.1341301
"141",141,"2007","CA","CDF","NEU","JASPER","00021576",2007-10-02,2007-10-02,2,NA,0,85.6583,1,1,"00000000",2826.75190362,346646.704652
"142",142,"2007","CA","CDF","NEU","MOONEY","00018335",2007-08-23,2007-08-23,14,NA,0,49.3754,1,1,"00000000",2322.11506351,199815.329333
"143",143,"2007","CA","CDF","NEU","NADER","00016198",2007-07-29,2007-07-29,14,NA,0,16.2715,1,1,"00000000",1550.0524232,65848.6194077
"144",144,"2007","CA","USF","LNF","COLBY","00000037",2007-08-10,2007-08-19,7,NA,168,253.65,1,1,"00000037",5928.58843405,1026486.28578
"145",145,"2007","CA","USF","MDF","COYOTE","00000061",2007-08-30,2007-08-31,1,NA,20,18.4254,1,1,"00000061",1319.60344046,74564.9946274
"146",146,"2007","CA","USF","SNF","DEVIL","00000037",2007-08-09,2007-08-10,4,NA,12,12.1689,7,1,"00000037",1669.06035119,49245.9589963
"147",147,"2007","CA","USF","MDF","DOME","00000051",2007-07-10,2007-07-15,1,NA,65,65.5042,1,1,"00000051",2054.63525989,265085.882176
"148",148,"2007","CA","USF","KNF","ELK","00000045",2007-07-10,2007-08-04,1,"Part of the Elk Complex",1144,1144.69,7,1,"00000045",12525.9424566,4632414.09463
"149",149,"2007","CA","USF","MDF","FLETCHER","00000055",2007-07-10,2007-08-04,1,NA,8121,8081.96,1,1,"00000055",41625.7969423,32706518.2088
"150",150,"2007","CA","USF","SQF","GOLDLEDGE","00000011",2007-06-03,2007-06-16,9,NA,4200,4196.02,2,1,"00000011",23759.6395952,16980678.5334
"151",151,"2007","CA","USF","TNF","GRANITE","00000064",2007-07-10,2007-07-21,1,NA,10,10.1074,6,1,"00000064",1038.55400808,40903.2809564
"152",152,"2007","CA","USF","SQF","GROUSE","00000042",2007-08-27,2007-12-18,1,NA,1022,1004.11,6,1,"00000042",10368.89716,4063506.0909
"153",153,"2007","CA","USF","TMU","ANGORA","00000013",2007-06-23,2007-07-02,4,NA,3100,3069.8,7,1,"00000013",21974.9137086,12423059.3667
"154",154,"2007","CA","USF","BDF","GRASS VALLEY","00000165",2007-10-22,2007-12-31,9,NA,1247,1242.37,7,1,"00000165",13449.2908747,5027695.80886
"155",155,"2007","CA","USF","MDF","HARVEY","00000052",2007-07-12,2007-07-15,1,NA,15,15.2297,1,1,"00000052",2243.2278026,61632.5702645
"156",156,"2007","CA","USF","CNF","HAUSER","00000025",2007-06-05,2007-06-05,4,NA,17,17.1176,1,1,"00000025",1710.04905344,69272.5081155
"157",157,"2007","CA","USF","MDF","HOWARDS GULCH","00000005",2007-04-16,2007-04-17,6,NA,23,21.9977,1,1,"00000005",1354.46143384,89021.7014777
"158",158,"2007","CA","USF","KNF","HUMMINGBIRD","00000058",2007-07-10,2007-12-06,1,"Part of the Elk Complex, Total Cost 18,600,000",80,80.3007,7,1,"00000058",3231.44559843,324965.531888
"159",159,"2007","CA","USF","SQF","JAMES","00000004",2007-04-29,2007-08-02,9,NA,1350,1348.93,1,1,"00000004",16205.2152414,5458935.74362
"160",160,"2007","CA","USF","SRF","JEDIDIAH","00000019",2007-07-11,2007-07-14,1,NA,85,85.5856,7,1,"00000019",3718.39404663,346352.529277
"161",161,"2007","CA","USF","SHF","LAZY","00000088",2007-08-29,2007-09-09,1,NA,599,597.479,2,1,"00000088",6508.68423564,2417912.53735
"162",162,"2007","CA","USF","TNF","MARBLE","00000098",2007-10-18,2007-10-20,5,NA,27,26.6056,1,1,"00000098",1786.19769538,107669.02795
"163",163,"2007","CA","CDF","BDU","LOS FLORES","00003475",2007-03-31,NA,1,"Fire started in Hesperia City. 200 ac of SRA",1600,4099.97,2,1,"00000000",21104.8522857,16591972.5262
"164",164,"2007","CA","CDF","BDU","MERIDIAN","00007330",2007-07-05,2007-07-06,1,NA,447,445.728,1,1,"00000000",8483.15379121,1803796.26339
"165",165,"2007","CA","CDF","BDU","MARTIN RANCH","00011653",2007-10-23,2007-10-24,11,"Fire started in San Bernardino City. 75 ac in SRA",123,602.232,2,1,"00000000",7563.63136709,2437147.785
"166",166,"2007","CA","CDF","BDU","GLEN HELEN  2","00011579",2007-10-21,2007-10-22,2,NA,150,163.58,6,1,"00000000",3484.75406249,661982.917832
"167",167,"2007","CA","CDF","BDU","DEVORE 2","00011583",2007-10-21,2007-10-22,14,NA,187,86.7825,6,1,"00000000",4499.64505337,351196.43332
